name,owned,id,start_date,end_date,year
Sung Kang,1.08,92,2016-09-02,2016-09-05,2016
Brian Harman,1.08,92,2016-09-02,2016-09-05,2016
Chez Reavie,1.08,92,2016-09-02,2016-09-05,2016
Jason Bohn,1.08,92,2016-09-02,2016-09-05,2016
Fredrik Jacobson,1.08,92,2016-09-02,2016-09-05,2016
Jhonattan Vegas,1.08,92,2016-09-02,2016-09-05,2016
Daniel Summerhays,1.08,92,2016-09-02,2016-09-05,2016
David Hearn,1.08,92,2016-09-02,2016-09-05,2016
Jason Kokrak,1.08,92,2016-09-02,2016-09-05,2016
William McGirt,1.08,92,2016-09-02,2016-09-05,2016
Harold Varner,1.08,92,2016-09-02,2016-09-05,2016
Patton Kizzire,1.08,92,2016-09-02,2016-09-05,2016
Jim Furyk,1.02,92,2016-09-02,2016-09-05,2016
Bryce Molder,1.02,92,2016-09-02,2016-09-05,2016
John Senden,1.02,92,2016-09-02,2016-09-05,2016
Zach Johnson,1.02,92,2016-09-02,2016-09-05,2016
Sean O'Hair,1.02,92,2016-09-02,2016-09-05,2016
Tony Finau,1.02,92,2016-09-02,2016-09-05,2016
Branden Grace,1.02,92,2016-09-02,2016-09-05,2016
Charl Schwartzel,1.02,92,2016-09-02,2016-09-05,2016
Jimmy Walker,1.02,92,2016-09-02,2016-09-05,2016
Jerry Kelly,1.02,92,2016-09-02,2016-09-05,2016
K.J. Choi,1.02,92,2016-09-02,2016-09-05,2016
Kevin Chappell,1.02,92,2016-09-02,2016-09-05,2016
Patrick Rodgers,1.02,92,2016-09-02,2016-09-05,2016
Danny Lee,1.02,92,2016-09-02,2016-09-05,2016
Kevin Streelman,1.02,92,2016-09-02,2016-09-05,2016
Bill Haas,1.02,92,2016-09-02,2016-09-05,2016
Johnson Wagner,1.02,92,2016-09-02,2016-09-05,2016
Jamie Lovemark,1.02,92,2016-09-02,2016-09-05,2016
Derek Fathauer,1.02,92,2016-09-02,2016-09-05,2016
Ryan Palmer,1.02,92,2016-09-02,2016-09-05,2016
Jim Herman,0.96,92,2016-09-02,2016-09-05,2016
Paul Casey,0.96,92,2016-09-02,2016-09-05,2016
David Lingmerth,0.96,92,2016-09-02,2016-09-05,2016
James Hahn,0.96,92,2016-09-02,2016-09-05,2016
Adam Scott,1.68,93,2016-09-08,2016-09-11,2016
Emiliano Grillo,1.68,93,2016-09-08,2016-09-11,2016
Jordan Spieth,1.68,93,2016-09-08,2016-09-11,2016
Rory McIlroy,1.62,93,2016-09-08,2016-09-11,2016
Russell Knox,1.62,93,2016-09-08,2016-09-11,2016
Dustin Johnson,1.62,93,2016-09-08,2016-09-11,2016
Jason Day,1.62,93,2016-09-08,2016-09-11,2016
Rickie Fowler,1.62,93,2016-09-08,2016-09-11,2016
Bubba Watson,1.62,93,2016-09-08,2016-09-11,2016
Patrick Reed,1.62,93,2016-09-08,2016-09-11,2016
Brandt Snedeker,1.62,93,2016-09-08,2016-09-11,2016
Fabian Gomez,1.62,93,2016-09-08,2016-09-11,2016
Tony Finau,1.62,93,2016-09-08,2016-09-11,2016
Paul Casey,1.62,93,2016-09-08,2016-09-11,2016
Brooks Koepka,1.56,93,2016-09-08,2016-09-11,2016
J.B. Holmes,1.56,93,2016-09-08,2016-09-11,2016
Jimmy Walker,1.56,93,2016-09-08,2016-09-11,2016
Ryan Moore,1.56,93,2016-09-08,2016-09-11,2016
Sergio Garcia,1.56,93,2016-09-08,2016-09-11,2016
Kevin Chappell,1.56,93,2016-09-08,2016-09-11,2016
Louis Oosthuizen,1.56,93,2016-09-08,2016-09-11,2016
Charl Schwartzel,1.56,93,2016-09-08,2016-09-11,2016
Kevin Kisner,1.56,93,2016-09-08,2016-09-11,2016
Jhonattan Vegas,1.56,93,2016-09-08,2016-09-11,2016
Jason Dufner,1.56,93,2016-09-08,2016-09-11,2016
Kevin Na,1.56,93,2016-09-08,2016-09-11,2016
Hudson Swafford,1.56,93,2016-09-08,2016-09-11,2016
Ryan Palmer,1.56,93,2016-09-08,2016-09-11,2016
Matt Kuchar,1.56,93,2016-09-08,2016-09-11,2016
Brian Stuard,1.56,93,2016-09-08,2016-09-11,2016
James Hahn,1.5,93,2016-09-08,2016-09-11,2016
Branden Grace,1.5,93,2016-09-08,2016-09-11,2016
Daniel Berger,1.5,93,2016-09-08,2016-09-11,2016
Justin Thomas,1.5,93,2016-09-08,2016-09-11,2016
Justin Rose,1.5,93,2016-09-08,2016-09-11,2016
Si Woo Kim,1.5,93,2016-09-08,2016-09-11,2016
William McGirt,1.5,93,2016-09-08,2016-09-11,2016
Jason Kokrak,1.5,93,2016-09-08,2016-09-11,2016
Kyle Reifers,1.5,93,2016-09-08,2016-09-11,2016
Zach Johnson,1.5,93,2016-09-08,2016-09-11,2016
Harris English,1.5,93,2016-09-08,2016-09-11,2016
Aaron Baddeley,1.5,93,2016-09-08,2016-09-11,2016
Jon Curran,1.5,93,2016-09-08,2016-09-11,2016
Charles Howell,1.5,93,2016-09-08,2016-09-11,2016
David Hearn,1.5,93,2016-09-08,2016-09-11,2016
Roberto Castro,1.5,93,2016-09-08,2016-09-11,2016
Billy Hurley,1.5,93,2016-09-08,2016-09-11,2016
David Lingmerth,1.44,93,2016-09-08,2016-09-11,2016
Luke Donald,1.44,93,2016-09-08,2016-09-11,2016
Scott Piercy,1.44,93,2016-09-08,2016-09-11,2016
Billy Horschel,1.44,93,2016-09-08,2016-09-11,2016
Brian Harman,1.44,93,2016-09-08,2016-09-11,2016
Sean O'Hair,1.44,93,2016-09-08,2016-09-11,2016
Chris Kirk,1.44,93,2016-09-08,2016-09-11,2016
Smylie Kaufman,1.44,93,2016-09-08,2016-09-11,2016
Kevin Streelman,1.44,93,2016-09-08,2016-09-11,2016
Vaughn Taylor,1.44,93,2016-09-08,2016-09-11,2016
Ben Martin,1.44,93,2016-09-08,2016-09-11,2016
Marc Leishman,1.44,93,2016-09-08,2016-09-11,2016
Jamie Lovemark,1.44,93,2016-09-08,2016-09-11,2016
Hideki Matsuyama,1.38,93,2016-09-08,2016-09-11,2016
Gary Woodland,1.38,93,2016-09-08,2016-09-11,2016
Bill Haas,1.38,93,2016-09-08,2016-09-11,2016
Phil Mickelson,1.38,93,2016-09-08,2016-09-11,2016
Charley Hoffman,1.38,93,2016-09-08,2016-09-11,2016
Graeme McDowell,1.38,93,2016-09-08,2016-09-11,2016
Jim Herman,1.38,93,2016-09-08,2016-09-11,2016
Brendan Steele,1.38,93,2016-09-08,2016-09-11,2016
Daniel Summerhays,1.32,93,2016-09-08,2016-09-11,2016
Adam Scott,3.96,94,2016-09-22,2016-09-25,2016
Jordan Spieth,3.96,94,2016-09-22,2016-09-25,2016
Kevin Na,3.96,94,2016-09-22,2016-09-25,2016
Jason Day,3.9,94,2016-09-22,2016-09-25,2016
Dustin Johnson,3.78,94,2016-09-22,2016-09-25,2016
Emiliano Grillo,3.72,94,2016-09-22,2016-09-25,2016
Matt Kuchar,3.72,94,2016-09-22,2016-09-25,2016
Bubba Watson,3.66,94,2016-09-22,2016-09-25,2016
Patrick Reed,3.66,94,2016-09-22,2016-09-25,2016
Jimmy Walker,3.66,94,2016-09-22,2016-09-25,2016
Rory McIlroy,3.66,94,2016-09-22,2016-09-25,2016
Gary Woodland,3.6,94,2016-09-22,2016-09-25,2016
Brandt Snedeker,3.54,94,2016-09-22,2016-09-25,2016
Charl Schwartzel,3.42,94,2016-09-22,2016-09-25,2016
J.B. Holmes,3.42,94,2016-09-22,2016-09-25,2016
Daniel Berger,3.42,94,2016-09-22,2016-09-25,2016
Si Woo Kim,3.42,94,2016-09-22,2016-09-25,2016
Jason Dufner,3.36,94,2016-09-22,2016-09-25,2016
Ryan Moore,3.36,94,2016-09-22,2016-09-25,2016
Sean O'Hair,3.3,94,2016-09-22,2016-09-25,2016
Roberto Castro,3.3,94,2016-09-22,2016-09-25,2016
Justin Thomas,3.3,94,2016-09-22,2016-09-25,2016
Jhonattan Vegas,3.3,94,2016-09-22,2016-09-25,2016
William McGirt,3.24,94,2016-09-22,2016-09-25,2016
Phil Mickelson,3.24,94,2016-09-22,2016-09-25,2016
Russell Knox,3.18,94,2016-09-22,2016-09-25,2016
Kevin Kisner,3.18,94,2016-09-22,2016-09-25,2016
Hideki Matsuyama,3.06,94,2016-09-22,2016-09-25,2016
Kevin Chappell,3,94,2016-09-22,2016-09-25,2016
Paul Casey,2.88,94,2016-09-22,2016-09-25,2016
Trey Mullinax,0.96,95,2016-10-13,2016-10-16,2016
Ryan Blaum,0.96,95,2016-10-13,2016-10-16,2016
Jamie Lovemark,0.9,95,2016-10-13,2016-10-16,2016
Martin Laird,0.9,95,2016-10-13,2016-10-16,2016
Mark Hubbard,0.9,95,2016-10-13,2016-10-16,2016
Kyle Reifers,0.9,95,2016-10-13,2016-10-16,2016
Michael Kim,0.9,95,2016-10-13,2016-10-16,2016
Paul Casey,0.9,95,2016-10-13,2016-10-16,2016
Charley Hoffman,0.9,95,2016-10-13,2016-10-16,2016
David Hearn,0.9,95,2016-10-13,2016-10-16,2016
Spencer Levin,0.9,95,2016-10-13,2016-10-16,2016
Chris Kirk,0.9,95,2016-10-13,2016-10-16,2016
Roberto Castro,0.9,95,2016-10-13,2016-10-16,2016
Brandon Hagy,0.9,95,2016-10-13,2016-10-16,2016
Seamus Power,0.9,95,2016-10-13,2016-10-16,2016
Jon Rahm,0.9,95,2016-10-13,2016-10-16,2016
Charles Howell,0.9,95,2016-10-13,2016-10-16,2016
Adam Hadwin,0.9,95,2016-10-13,2016-10-16,2016
Hudson Swafford,0.9,95,2016-10-13,2016-10-16,2016
Cheng-Tsung Pan,0.9,95,2016-10-13,2016-10-16,2016
Jon Curran,0.9,95,2016-10-13,2016-10-16,2016
Bud Cauley,0.9,95,2016-10-13,2016-10-16,2016
Tyrone Van Aswegen,0.9,95,2016-10-13,2016-10-16,2016
Jason Kokrak,0.9,95,2016-10-13,2016-10-16,2016
Bobby Wyatt,0.84,95,2016-10-13,2016-10-16,2016
James Hahn,0.84,95,2016-10-13,2016-10-16,2016
Kelly Kraft,0.84,95,2016-10-13,2016-10-16,2016
Zac Blair,0.84,95,2016-10-13,2016-10-16,2016
Nick Taylor,0.84,95,2016-10-13,2016-10-16,2016
Billy Hurley,0.84,95,2016-10-13,2016-10-16,2016
Harris English,0.84,95,2016-10-13,2016-10-16,2016
Patrick Rodgers,0.84,95,2016-10-13,2016-10-16,2016
Scott Piercy,0.84,95,2016-10-13,2016-10-16,2016
Smylie Kaufman,0.84,95,2016-10-13,2016-10-16,2016
Danny Lee,0.84,95,2016-10-13,2016-10-16,2016
Keegan Bradley,0.84,95,2016-10-13,2016-10-16,2016
Brian Harman,0.84,95,2016-10-13,2016-10-16,2016
Jonas Blixt,0.84,95,2016-10-13,2016-10-16,2016
Bryce Molder,0.84,95,2016-10-13,2016-10-16,2016
Morgan Hoffmann,0.84,95,2016-10-13,2016-10-16,2016
John Huh,0.84,95,2016-10-13,2016-10-16,2016
Blayne Barber,0.84,95,2016-10-13,2016-10-16,2016
Chad Collins,0.84,95,2016-10-13,2016-10-16,2016
Xander Schauffele,0.84,95,2016-10-13,2016-10-16,2016
Kevin Streelman,0.84,95,2016-10-13,2016-10-16,2016
David Toms,0.84,95,2016-10-13,2016-10-16,2016
D.A. Points,0.84,95,2016-10-13,2016-10-16,2016
Miguel Angel Carballo,0.84,95,2016-10-13,2016-10-16,2016
Nicholas Lindheim,0.84,95,2016-10-13,2016-10-16,2016
Ryan Brehm,0.84,95,2016-10-13,2016-10-16,2016
Rod Pampling,0.84,95,2016-10-13,2016-10-16,2016
Lucas Glover,0.84,95,2016-10-13,2016-10-16,2016
Brian Stuard,0.84,95,2016-10-13,2016-10-16,2016
Jason Bohn,0.84,95,2016-10-13,2016-10-16,2016
Ricky Barnes,0.84,95,2016-10-13,2016-10-16,2016
Ollie Schniederjans,0.84,95,2016-10-13,2016-10-16,2016
Brett Stegmaier,0.84,95,2016-10-13,2016-10-16,2016
Julian Etulain,0.84,95,2016-10-13,2016-10-16,2016
Troy Merritt,0.84,95,2016-10-13,2016-10-16,2016
Tony Finau,0.84,95,2016-10-13,2016-10-16,2016
Colt Knost,0.84,95,2016-10-13,2016-10-16,2016
Sung Kang,0.84,95,2016-10-13,2016-10-16,2016
Gavin Green,0.84,95,2016-10-13,2016-10-16,2016
Patton Kizzire,0.84,95,2016-10-13,2016-10-16,2016
Daniel Summerhays,0.84,95,2016-10-13,2016-10-16,2016
Kevin Na,0.84,95,2016-10-13,2016-10-16,2016
Kyle Stanley,0.84,95,2016-10-13,2016-10-16,2016
Cameron Tringale,0.84,95,2016-10-13,2016-10-16,2016
Bill Haas,0.84,95,2016-10-13,2016-10-16,2016
Harold Varner,0.84,95,2016-10-13,2016-10-16,2016
Aaron Baddeley,0.84,95,2016-10-13,2016-10-16,2016
Luke List,0.84,95,2016-10-13,2016-10-16,2016
Derek Fathauer,0.84,95,2016-10-13,2016-10-16,2016
Jhonattan Vegas,0.84,95,2016-10-13,2016-10-16,2016
Retief Goosen,0.84,95,2016-10-13,2016-10-16,2016
Chez Reavie,0.84,95,2016-10-13,2016-10-16,2016
Stewart Cink,0.84,95,2016-10-13,2016-10-16,2016
Matt Kuchar,0.84,95,2016-10-13,2016-10-16,2016
Brendan Steele,0.84,95,2016-10-13,2016-10-16,2016
Vaughn Taylor,0.84,95,2016-10-13,2016-10-16,2016
Nick Watney,0.84,95,2016-10-13,2016-10-16,2016
Grayson Murray,0.84,95,2016-10-13,2016-10-16,2016
Boo Weekley,0.84,95,2016-10-13,2016-10-16,2016
Robert Streb,0.84,95,2016-10-13,2016-10-16,2016
David Lingmerth,0.84,95,2016-10-13,2016-10-16,2016
Russell Henley,0.84,95,2016-10-13,2016-10-16,2016
Bryson DeChambeau,0.84,95,2016-10-13,2016-10-16,2016
Chad Campbell,0.84,95,2016-10-13,2016-10-16,2016
Fabian Gomez,0.84,95,2016-10-13,2016-10-16,2016
Emiliano Grillo,0.84,95,2016-10-13,2016-10-16,2016
Johnson Wagner,0.84,95,2016-10-13,2016-10-16,2016
Wesley Bryan,0.84,95,2016-10-13,2016-10-16,2016
John Peterson,0.84,95,2016-10-13,2016-10-16,2016
Graham DeLaet,0.84,95,2016-10-13,2016-10-16,2016
Aaron Wise,0.84,95,2016-10-13,2016-10-16,2016
Ken Duke,0.78,95,2016-10-13,2016-10-16,2016
Geoff Ogilvy,0.78,95,2016-10-13,2016-10-16,2016
J.J. Henry,0.78,95,2016-10-13,2016-10-16,2016
Zack Sucher,0.78,95,2016-10-13,2016-10-16,2016
Martin Flores,0.78,95,2016-10-13,2016-10-16,2016
Greg Chalmers,0.78,95,2016-10-13,2016-10-16,2016
Brian Gay,0.78,95,2016-10-13,2016-10-16,2016
Peter Malnati,0.78,95,2016-10-13,2016-10-16,2016
Kevin Tway,0.78,95,2016-10-13,2016-10-16,2016
Ryan Armour,0.78,95,2016-10-13,2016-10-16,2016
Cameron Smith,0.78,95,2016-10-13,2016-10-16,2016
Steven Alker,0.78,95,2016-10-13,2016-10-16,2016
Whee Kim,0.78,95,2016-10-13,2016-10-16,2016
Matt Every,0.78,95,2016-10-13,2016-10-16,2016
Scott Stallings,0.78,95,2016-10-13,2016-10-16,2016
John Senden,0.78,95,2016-10-13,2016-10-16,2016
Hunter Mahan,0.78,95,2016-10-13,2016-10-16,2016
Jason Gore,0.78,95,2016-10-13,2016-10-16,2016
Brendon De Jonge,0.78,95,2016-10-13,2016-10-16,2016
Justin Thomas,0.78,95,2016-10-13,2016-10-16,2016
Michael Thompson,0.78,95,2016-10-13,2016-10-16,2016
Webb Simpson,0.78,95,2016-10-13,2016-10-16,2016
Seung-Yul Noh,0.78,95,2016-10-13,2016-10-16,2016
Jonathan Randolph,0.78,95,2016-10-13,2016-10-16,2016
Andres Gonzales,0.78,95,2016-10-13,2016-10-16,2016
Steven Bowditch,0.78,95,2016-10-13,2016-10-16,2016
Robert Garrigus,0.78,95,2016-10-13,2016-10-16,2016
Phil Mickelson,0.78,95,2016-10-13,2016-10-16,2016
Will MacKenzie,0.78,95,2016-10-13,2016-10-16,2016
Mackenzie Hughes,0.72,95,2016-10-13,2016-10-16,2016
Jason Schmuhl,0.72,95,2016-10-13,2016-10-16,2016
J.J. Spaun,0.72,95,2016-10-13,2016-10-16,2016
Brad Fritsch,0.72,95,2016-10-13,2016-10-16,2016
Carl Pettersson,0.72,95,2016-10-13,2016-10-16,2016
Adam Scott,1.56,96,2016-10-20,2016-10-23,2016
Scott Piercy,1.5,96,2016-10-20,2016-10-23,2016
Rafael Cabrera-Bello,1.5,96,2016-10-20,2016-10-23,2016
Emiliano Grillo,1.5,96,2016-10-20,2016-10-23,2016
Charles Howell,1.44,96,2016-10-20,2016-10-23,2016
Hudson Swafford,1.44,96,2016-10-20,2016-10-23,2016
Chez Reavie,1.44,96,2016-10-20,2016-10-23,2016
Branden Grace,1.44,96,2016-10-20,2016-10-23,2016
Jamie Lovemark,1.44,96,2016-10-20,2016-10-23,2016
Kevin Na,1.44,96,2016-10-20,2016-10-23,2016
Billy Hurley,1.44,96,2016-10-20,2016-10-23,2016
Chad Campbell,1.44,96,2016-10-20,2016-10-23,2016
John Huh,1.44,96,2016-10-20,2016-10-23,2016
Marc Leishman,1.44,96,2016-10-20,2016-10-23,2016
Danny Chia,1.44,96,2016-10-20,2016-10-23,2016
Ryan Moore,1.44,96,2016-10-20,2016-10-23,2016
Brendan Steele,1.44,96,2016-10-20,2016-10-23,2016
Daniel Berger,1.44,96,2016-10-20,2016-10-23,2016
Si Woo Kim,1.44,96,2016-10-20,2016-10-23,2016
Jon Curran,1.44,96,2016-10-20,2016-10-23,2016
Kevin Kisner,1.44,96,2016-10-20,2016-10-23,2016
Paul Casey,1.44,96,2016-10-20,2016-10-23,2016
Russell Knox,1.44,96,2016-10-20,2016-10-23,2016
Gary Woodland,1.44,96,2016-10-20,2016-10-23,2016
Colt Knost,1.38,96,2016-10-20,2016-10-23,2016
Danny Lee,1.38,96,2016-10-20,2016-10-23,2016
Gaganjeet Bhullar,1.38,96,2016-10-20,2016-10-23,2016
Tony Finau,1.38,96,2016-10-20,2016-10-23,2016
Brian Stuard,1.38,96,2016-10-20,2016-10-23,2016
Kevin Chappell,1.38,96,2016-10-20,2016-10-23,2016
Robert Streb,1.38,96,2016-10-20,2016-10-23,2016
Marcus Fraser,1.38,96,2016-10-20,2016-10-23,2016
Harold Varner,1.38,96,2016-10-20,2016-10-23,2016
Alex Cejka,1.38,96,2016-10-20,2016-10-23,2016
Jhonattan Vegas,1.38,96,2016-10-20,2016-10-23,2016
Smylie Kaufman,1.38,96,2016-10-20,2016-10-23,2016
Ryo Ishikawa,1.38,96,2016-10-20,2016-10-23,2016
Daniel Summerhays,1.38,96,2016-10-20,2016-10-23,2016
Patrick Rodgers,1.38,96,2016-10-20,2016-10-23,2016
Jim Herman,1.38,96,2016-10-20,2016-10-23,2016
K.J. Choi,1.38,96,2016-10-20,2016-10-23,2016
Hideki Matsuyama,1.38,96,2016-10-20,2016-10-23,2016
Adam Hadwin,1.38,96,2016-10-20,2016-10-23,2016
Ricky Barnes,1.38,96,2016-10-20,2016-10-23,2016
David Hearn,1.38,96,2016-10-20,2016-10-23,2016
Derek Fathauer,1.38,96,2016-10-20,2016-10-23,2016
Mark Hubbard,1.38,96,2016-10-20,2016-10-23,2016
Kyle Reifers,1.38,96,2016-10-20,2016-10-23,2016
Spencer Levin,1.38,96,2016-10-20,2016-10-23,2016
Aaron Baddeley,1.38,96,2016-10-20,2016-10-23,2016
David Lingmerth,1.38,96,2016-10-20,2016-10-23,2016
Justin Thomas,1.38,96,2016-10-20,2016-10-23,2016
Cameron Tringale,1.38,96,2016-10-20,2016-10-23,2016
John Senden,1.38,96,2016-10-20,2016-10-23,2016
Sergio Garcia,1.38,96,2016-10-20,2016-10-23,2016
Scott Hend,1.38,96,2016-10-20,2016-10-23,2016
Patrick Reed,1.38,96,2016-10-20,2016-10-23,2016
Keegan Bradley,1.38,96,2016-10-20,2016-10-23,2016
Brian Harman,1.38,96,2016-10-20,2016-10-23,2016
Brett Stegmaier,1.32,96,2016-10-20,2016-10-23,2016
Tyrone Van Aswegen,1.32,96,2016-10-20,2016-10-23,2016
Gavin Green,1.32,96,2016-10-20,2016-10-23,2016
Vijay Singh,1.32,96,2016-10-20,2016-10-23,2016
Ernie Els,1.32,96,2016-10-20,2016-10-23,2016
Anirban Lahiri,1.32,96,2016-10-20,2016-10-23,2016
Younghan Song,1.32,96,2016-10-20,2016-10-23,2016
Sung Kang,1.32,96,2016-10-20,2016-10-23,2016
Zac Blair,1.32,96,2016-10-20,2016-10-23,2016
James Hahn,1.32,96,2016-10-20,2016-10-23,2016
Peter Malnati,1.26,96,2016-10-20,2016-10-23,2016
Miguel Tabuena,1.26,96,2016-10-20,2016-10-23,2016
Pat Perez,1.26,96,2016-10-20,2016-10-23,2016
Byeong-Hun An,1.26,96,2016-10-20,2016-10-23,2016
Ian Poulter,1.26,96,2016-10-20,2016-10-23,2016
Soomin Lee,1.2,96,2016-10-20,2016-10-23,2016
Jeunghun Wang,1.2,96,2016-10-20,2016-10-23,2016
Bubba Watson,1.86,97,2016-10-27,2016-10-30,2016
Adam Scott,1.8,97,2016-10-27,2016-10-30,2016
Kevin Na,1.8,97,2016-10-27,2016-10-30,2016
Matt Kuchar,1.74,97,2016-10-27,2016-10-30,2016
Emiliano Grillo,1.74,97,2016-10-27,2016-10-30,2016
Scott Piercy,1.74,97,2016-10-27,2016-10-30,2016
Gary Woodland,1.74,97,2016-10-27,2016-10-30,2016
Younghan Song,1.68,97,2016-10-27,2016-10-30,2016
Charl Schwartzel,1.68,97,2016-10-27,2016-10-30,2016
Ryan Moore,1.68,97,2016-10-27,2016-10-30,2016
Hideki Matsuyama,1.68,97,2016-10-27,2016-10-30,2016
Si Woo Kim,1.68,97,2016-10-27,2016-10-30,2016
Martin Kaymer,1.68,97,2016-10-27,2016-10-30,2016
Patrick Reed,1.68,97,2016-10-27,2016-10-30,2016
Rickie Fowler,1.68,97,2016-10-27,2016-10-30,2016
Branden Grace,1.68,97,2016-10-27,2016-10-30,2016
Bill Haas,1.68,97,2016-10-27,2016-10-30,2016
Justin Thomas,1.68,97,2016-10-27,2016-10-30,2016
Jason Kokrak,1.68,97,2016-10-27,2016-10-30,2016
Rafael Cabrera-Bello,1.68,97,2016-10-27,2016-10-30,2016
Jhonattan Vegas,1.68,97,2016-10-27,2016-10-30,2016
Rory McIlroy,1.68,97,2016-10-27,2016-10-30,2016
Paul Casey,1.68,97,2016-10-27,2016-10-30,2016
Kevin Kisner,1.68,97,2016-10-27,2016-10-30,2016
Louis Oosthuizen,1.68,97,2016-10-27,2016-10-30,2016
George Coetzee,1.62,97,2016-10-27,2016-10-30,2016
Marcus Fraser,1.62,97,2016-10-27,2016-10-30,2016
Scott Hend,1.62,97,2016-10-27,2016-10-30,2016
Russell Knox,1.62,97,2016-10-27,2016-10-30,2016
Byeong-Hun An,1.62,97,2016-10-27,2016-10-30,2016
Thomas Pieters,1.62,97,2016-10-27,2016-10-30,2016
Daniel Berger,1.62,97,2016-10-27,2016-10-30,2016
Dustin Johnson,1.62,97,2016-10-27,2016-10-30,2016
Sergio Garcia,1.62,97,2016-10-27,2016-10-30,2016
Roberto Castro,1.62,97,2016-10-27,2016-10-30,2016
Jeunghun Wang,1.62,97,2016-10-27,2016-10-30,2016
Gregory Bourdy,1.62,97,2016-10-27,2016-10-30,2016
J.B. Holmes,1.62,97,2016-10-27,2016-10-30,2016
Francesco Molinari,1.62,97,2016-10-27,2016-10-30,2016
Soren Kjeldsen,1.62,97,2016-10-27,2016-10-30,2016
Henrik Stenson,1.56,97,2016-10-27,2016-10-30,2016
Shane Lowry,1.56,97,2016-10-27,2016-10-30,2016
Danny Willett,1.56,97,2016-10-27,2016-10-30,2016
Sean O'Hair,1.56,97,2016-10-27,2016-10-30,2016
Hideto Tanihara,1.56,97,2016-10-27,2016-10-30,2016
Thongchai Jaidee,1.56,97,2016-10-27,2016-10-30,2016
Kevin Chappell,1.56,97,2016-10-27,2016-10-30,2016
Dean Burmester,1.56,97,2016-10-27,2016-10-30,2016
Tyrrell Hatton,1.56,97,2016-10-27,2016-10-30,2016
Andrew Johnston,1.56,97,2016-10-27,2016-10-30,2016
Brooks Koepka,1.56,97,2016-10-27,2016-10-30,2016
Joost Luiten,1.5,97,2016-10-27,2016-10-30,2016
Miguel Tabuena,1.5,97,2016-10-27,2016-10-30,2016
Nathan Holman,1.5,97,2016-10-27,2016-10-30,2016
Kyung-tae Kim,1.5,97,2016-10-27,2016-10-30,2016
Lee Westwood,1.5,97,2016-10-27,2016-10-30,2016
Jimmy Walker,1.5,97,2016-10-27,2016-10-30,2016
Hao-Tong Li,1.5,97,2016-10-27,2016-10-30,2016
Chris Wood,1.5,97,2016-10-27,2016-10-30,2016
Bradley Dredge,1.5,97,2016-10-27,2016-10-30,2016
Ross Fisher,1.44,97,2016-10-27,2016-10-30,2016
Bernd Wiesberger,1.44,97,2016-10-27,2016-10-30,2016
Alexander Noren,1.44,97,2016-10-27,2016-10-30,2016
Jordan Zunic,1.44,97,2016-10-27,2016-10-30,2016
Matthew Fitzpatrick,1.44,97,2016-10-27,2016-10-30,2016
Rikard Karlberg,1.38,97,2016-10-27,2016-10-30,2016
Richard Sterne,1.32,97,2016-10-27,2016-10-30,2016
Ryan Blaum,0.9,98,2016-11-03,2016-11-06,2016
Brendan Steele,0.9,98,2016-11-03,2016-11-06,2016
Jon Rahm,0.9,98,2016-11-03,2016-11-06,2016
Derek Fathauer,0.9,98,2016-11-03,2016-11-06,2016
Nick Watney,0.9,98,2016-11-03,2016-11-06,2016
Robert Garrigus,0.9,98,2016-11-03,2016-11-06,2016
Adam Hadwin,0.9,98,2016-11-03,2016-11-06,2016
Trey Mullinax,0.9,98,2016-11-03,2016-11-06,2016
John Huh,0.9,98,2016-11-03,2016-11-06,2016
Bud Cauley,0.9,98,2016-11-03,2016-11-06,2016
Chad Campbell,0.84,98,2016-11-03,2016-11-06,2016
Chez Reavie,0.84,98,2016-11-03,2016-11-06,2016
Mackenzie Hughes,0.84,98,2016-11-03,2016-11-06,2016
Billy Hurley,0.84,98,2016-11-03,2016-11-06,2016
Michael Kim,0.84,98,2016-11-03,2016-11-06,2016
Colt Knost,0.84,98,2016-11-03,2016-11-06,2016
Will MacKenzie,0.84,98,2016-11-03,2016-11-06,2016
Ben Martin,0.84,98,2016-11-03,2016-11-06,2016
Francesco Molinari,0.84,98,2016-11-03,2016-11-06,2016
Kyle Stanley,0.84,98,2016-11-03,2016-11-06,2016
JT Poston,0.84,98,2016-11-03,2016-11-06,2016
Harris English,0.84,98,2016-11-03,2016-11-06,2016
Jonas Blixt,0.84,98,2016-11-03,2016-11-06,2016
Scott Brown,0.84,98,2016-11-03,2016-11-06,2016
Tyrone Van Aswegen,0.84,98,2016-11-03,2016-11-06,2016
Harold Varner,0.84,98,2016-11-03,2016-11-06,2016
Ryan Brehm,0.84,98,2016-11-03,2016-11-06,2016
Greg Chalmers,0.84,98,2016-11-03,2016-11-06,2016
Matt Jones,0.84,98,2016-11-03,2016-11-06,2016
Scott Piercy,0.84,98,2016-11-03,2016-11-06,2016
Kevin Na,0.84,98,2016-11-03,2016-11-06,2016
Sean O'Hair,0.84,98,2016-11-03,2016-11-06,2016
Ernie Els,0.84,98,2016-11-03,2016-11-06,2016
Brian Stuard,0.84,98,2016-11-03,2016-11-06,2016
Charles Howell,0.84,98,2016-11-03,2016-11-06,2016
Ryo Ishikawa,0.84,98,2016-11-03,2016-11-06,2016
Zac Blair,0.84,98,2016-11-03,2016-11-06,2016
Andres Gonzales,0.84,98,2016-11-03,2016-11-06,2016
