name,owned,id,start_date,end_date,year
Marc Leishman,11.94,176,2018-08-09,2018-08-12,2018
Ryan Moore,11.88,176,2018-08-09,2018-08-12,2018
Andrew Putnam,11.82,176,2018-08-09,2018-08-12,2018
Chesson Hadley,11.52,176,2018-08-09,2018-08-12,2018
Jamie Lovemark,11.46,176,2018-08-09,2018-08-12,2018
Patrick Cantlay,11.46,176,2018-08-09,2018-08-12,2018
Matt Kuchar,11.28,176,2018-08-09,2018-08-12,2018
Jason Day,11.22,176,2018-08-09,2018-08-12,2018
Russell Henley,11.04,176,2018-08-09,2018-08-12,2018
Bryson DeChambeau,10.68,176,2018-08-09,2018-08-12,2018
Beau Hossler,10.62,176,2018-08-09,2018-08-12,2018
J.B. Holmes,10.56,176,2018-08-09,2018-08-12,2018
Justin Thomas,10.5,176,2018-08-09,2018-08-12,2018
Phil Mickelson,10.44,176,2018-08-09,2018-08-12,2018
Alexander Noren,10.38,176,2018-08-09,2018-08-12,2018
Keegan Bradley,10.14,176,2018-08-09,2018-08-12,2018
Adam Hadwin,9.78,176,2018-08-09,2018-08-12,2018
Jon Rahm,9.72,176,2018-08-09,2018-08-12,2018
Brian Harman,9,176,2018-08-09,2018-08-12,2018
Ian Poulter,8.82,176,2018-08-09,2018-08-12,2018
Xander Schauffele,8.7,176,2018-08-09,2018-08-12,2018
Stewart Cink,8.4,176,2018-08-09,2018-08-12,2018
Byeong-Hun An,8.22,176,2018-08-09,2018-08-12,2018
Rafael Cabrera-Bello,8.22,176,2018-08-09,2018-08-12,2018
Jordan Spieth,7.98,176,2018-08-09,2018-08-12,2018
Anirban Lahiri,7.56,176,2018-08-09,2018-08-12,2018
Chez Reavie,7.5,176,2018-08-09,2018-08-12,2018
Kyle Stanley,7.44,176,2018-08-09,2018-08-12,2018
Rory McIlroy,7.26,176,2018-08-09,2018-08-12,2018
Brendan Steele,7.14,176,2018-08-09,2018-08-12,2018
Kiradech Aphibarnrat,7.08,176,2018-08-09,2018-08-12,2018
Si Woo Kim,6.9,176,2018-08-09,2018-08-12,2018
Andy Sullivan,6.9,176,2018-08-09,2018-08-12,2018
Gary Woodland,6.84,176,2018-08-09,2018-08-12,2018
Hideki Matsuyama,6.66,176,2018-08-09,2018-08-12,2018
J.J. Spaun,6.6,176,2018-08-09,2018-08-12,2018
Jimmy Walker,6.54,176,2018-08-09,2018-08-12,2018
Russell Knox,6.48,176,2018-08-09,2018-08-12,2018
Austin Cook,6.42,176,2018-08-09,2018-08-12,2018
Ryan Armour,6.36,176,2018-08-09,2018-08-12,2018
Kevin Na,6.3,176,2018-08-09,2018-08-12,2018
Daniel Berger,6.18,176,2018-08-09,2018-08-12,2018
Louis Oosthuizen,6,176,2018-08-09,2018-08-12,2018
Tyrrell Hatton,6,176,2018-08-09,2018-08-12,2018
Brandt Snedeker,5.88,176,2018-08-09,2018-08-12,2018
Billy Horschel,5.82,176,2018-08-09,2018-08-12,2018
Thomas Pieters,5.64,176,2018-08-09,2018-08-12,2018
Nick Watney,5.58,176,2018-08-09,2018-08-12,2018
Luke List,5.4,176,2018-08-09,2018-08-12,2018
Aaron Wise,5.22,176,2018-08-09,2018-08-12,2018
Sergio Garcia,5.1,176,2018-08-09,2018-08-12,2018
Adam Scott,4.74,176,2018-08-09,2018-08-12,2018
James Hahn,4.62,176,2018-08-09,2018-08-12,2018
Ollie Schniederjans,4.62,176,2018-08-09,2018-08-12,2018
Troy Merritt,4.2,176,2018-08-09,2018-08-12,2018
Kevin Chappell,4.14,176,2018-08-09,2018-08-12,2018
Scott Piercy,4.02,176,2018-08-09,2018-08-12,2018
Kevin Kisner,3.9,176,2018-08-09,2018-08-12,2018
Ryan Fox,3.78,176,2018-08-09,2018-08-12,2018
Jhonattan Vegas,3.72,176,2018-08-09,2018-08-12,2018
Jason Kokrak,3.72,176,2018-08-09,2018-08-12,2018
Pat Perez,3.42,176,2018-08-09,2018-08-12,2018
Matthew Fitzpatrick,3.36,176,2018-08-09,2018-08-12,2018
Bill Haas,3.18,176,2018-08-09,2018-08-12,2018
Andrew Landry,3,176,2018-08-09,2018-08-12,2018
Thorbjorn Olesen,2.88,176,2018-08-09,2018-08-12,2018
Jim Furyk,2.76,176,2018-08-09,2018-08-12,2018
Shane Lowry,2.58,176,2018-08-09,2018-08-12,2018
Peter Uihlein,2.16,176,2018-08-09,2018-08-12,2018
Patton Kizzire,1.98,176,2018-08-09,2018-08-12,2018
Scott Brown,1.98,176,2018-08-09,2018-08-12,2018
Jorge Campillo,1.92,176,2018-08-09,2018-08-12,2018
Chris Wood,1.74,176,2018-08-09,2018-08-12,2018
Alexander Bjork,1.74,176,2018-08-09,2018-08-12,2018
Eddie Pepperell,1.68,176,2018-08-09,2018-08-12,2018
Hao-Tong Li,1.62,176,2018-08-09,2018-08-12,2018
Alexander Levy,1.56,176,2018-08-09,2018-08-12,2018
Jason Dufner,1.44,176,2018-08-09,2018-08-12,2018
Charl Schwartzel,1.38,176,2018-08-09,2018-08-12,2018
Ted Potter,1.32,176,2018-08-09,2018-08-12,2018
Paul Dunne,1.26,176,2018-08-09,2018-08-12,2018
Dylan Frittelli,1.14,176,2018-08-09,2018-08-12,2018
Whee Kim,0.96,176,2018-08-09,2018-08-12,2018
Martin Kaymer,0.9,176,2018-08-09,2018-08-12,2018
Seungsu Han,0.78,176,2018-08-09,2018-08-12,2018
Cameron Smith,0.78,176,2018-08-09,2018-08-12,2018
Yusaku Miyazato,0.72,176,2018-08-09,2018-08-12,2018
Sean McCarty,0.72,176,2018-08-09,2018-08-12,2018
Jordan L. Smith,0.72,176,2018-08-09,2018-08-12,2018
Shaun Micheel,0.66,176,2018-08-09,2018-08-12,2018
Matt Dobyns,0.66,176,2018-08-09,2018-08-12,2018
Rich Beem,0.66,176,2018-08-09,2018-08-12,2018
Y.E. Yang,0.66,176,2018-08-09,2018-08-12,2018
Daniel Balin,0.66,176,2018-08-09,2018-08-12,2018
Shugo Imahira,0.66,176,2018-08-09,2018-08-12,2018
Rich Berberian,0.66,176,2018-08-09,2018-08-12,2018
Michael Block,0.66,176,2018-08-09,2018-08-12,2018
Craig Hocknull,0.66,176,2018-08-09,2018-08-12,2018
Jason Schmuhl,0.66,176,2018-08-09,2018-08-12,2018
Marty Jertson,0.66,176,2018-08-09,2018-08-12,2018
Omar Uresti,0.66,176,2018-08-09,2018-08-12,2018
Paul Broadhurst,0.66,176,2018-08-09,2018-08-12,2018
Craig Bowden,0.66,176,2018-08-09,2018-08-12,2018
Julian Suri,0.66,176,2018-08-09,2018-08-12,2018
Justin Harding,0.66,176,2018-08-09,2018-08-12,2018
Mike Lorenzo-Vera,0.66,176,2018-08-09,2018-08-12,2018
Mikko Korhonen,0.66,176,2018-08-09,2018-08-12,2018
Chris Stroud,0.6,176,2018-08-09,2018-08-12,2018
David Muttitt,0.6,176,2018-08-09,2018-08-12,2018
Sungjae Im,0.6,176,2018-08-09,2018-08-12,2018
Brice Garnett,0.6,176,2018-08-09,2018-08-12,2018
Ryan Vermeer,0.6,176,2018-08-09,2018-08-12,2018
Bob Sowards,0.6,176,2018-08-09,2018-08-12,2018
Matthew Borchert,0.6,176,2018-08-09,2018-08-12,2018
Johan Kok,0.6,176,2018-08-09,2018-08-12,2018
Jaysen Hansen,0.6,176,2018-08-09,2018-08-12,2018
Ross Fisher,0.6,176,2018-08-09,2018-08-12,2018
Danny Willett,0.6,176,2018-08-09,2018-08-12,2018
Brian Smock,0.6,176,2018-08-09,2018-08-12,2018
Shubhankar Sharma,0.54,176,2018-08-09,2018-08-12,2018
Brandon Stone,0.48,176,2018-08-09,2018-08-12,2018
Padraig Harrington,0.48,176,2018-08-09,2018-08-12,2018
Davis Love,0.48,176,2018-08-09,2018-08-12,2018
Matt Wallace,0.42,176,2018-08-09,2018-08-12,2018
John Daly,0.3,176,2018-08-09,2018-08-12,2018
Michael Kim,0.24,176,2018-08-09,2018-08-12,2018
Satoshi Kodaira,0.24,176,2018-08-09,2018-08-12,2018
Vijay Singh,0.18,176,2018-08-09,2018-08-12,2018
Ryuko Tokimatsu,0.18,176,2018-08-09,2018-08-12,2018
Yuta Ikeda,0,176,2018-08-09,2018-08-12,2018
Joaquin Niemann,16.74,177,2018-08-16,2018-08-19,2018
Chris Kirk,14.46,177,2018-08-16,2018-08-19,2018
Brian Gay,13.74,177,2018-08-16,2018-08-19,2018
Webb Simpson,13.32,177,2018-08-16,2018-08-19,2018
Russell Henley,12.18,177,2018-08-16,2018-08-19,2018
Steve Stricker,12.12,177,2018-08-16,2018-08-19,2018
Kevin Tway,11.28,177,2018-08-16,2018-08-19,2018
Ryan Moore,10.8,177,2018-08-16,2018-08-19,2018
Henrik Stenson,10.56,177,2018-08-16,2018-08-19,2018
Harold Varner,10.56,177,2018-08-16,2018-08-19,2018
Keith Mitchell,10.08,177,2018-08-16,2018-08-19,2018
Cheng-Tsung Pan,9.72,177,2018-08-16,2018-08-19,2018
Brandon Harkins,9.54,177,2018-08-16,2018-08-19,2018
Jamie Lovemark,8.94,177,2018-08-16,2018-08-19,2018
Chesson Hadley,7.8,177,2018-08-16,2018-08-19,2018
Rory Sabbatini,7.38,177,2018-08-16,2018-08-19,2018
Brendan Steele,6.36,177,2018-08-16,2018-08-19,2018
J.T. Poston,6.3,177,2018-08-16,2018-08-19,2018
Daniel Berger,6.18,177,2018-08-16,2018-08-19,2018
Corey Conners,5.88,177,2018-08-16,2018-08-19,2018
Norman Xiong,5.88,177,2018-08-16,2018-08-19,2018
Ryan Armour,5.88,177,2018-08-16,2018-08-19,2018
Nick Watney,5.76,177,2018-08-16,2018-08-19,2018
Brandt Snedeker,5.7,177,2018-08-16,2018-08-19,2018
Vaughn Taylor,5.7,177,2018-08-16,2018-08-19,2018
Patrick Rodgers,5.28,177,2018-08-16,2018-08-19,2018
David Lingmerth,5.22,177,2018-08-16,2018-08-19,2018
Rafael Cabrera-Bello,5.22,177,2018-08-16,2018-08-19,2018
Ollie Schniederjans,4.92,177,2018-08-16,2018-08-19,2018
Sergio Garcia,4.86,177,2018-08-16,2018-08-19,2018
Hideki Matsuyama,4.8,177,2018-08-16,2018-08-19,2018
Billy Horschel,4.68,177,2018-08-16,2018-08-19,2018
Wesley Bryan,4.26,177,2018-08-16,2018-08-19,2018
Bronson Burgoon,4.2,177,2018-08-16,2018-08-19,2018
Si Woo Kim,4.2,177,2018-08-16,2018-08-19,2018
Johnson Wagner,4.08,177,2018-08-16,2018-08-19,2018
Abraham Ancer,3.78,177,2018-08-16,2018-08-19,2018
Scott Piercy,3.66,177,2018-08-16,2018-08-19,2018
Jason Kokrak,3.6,177,2018-08-16,2018-08-19,2018
Jhonattan Vegas,3.6,177,2018-08-16,2018-08-19,2018
Ryan Blaum,3.48,177,2018-08-16,2018-08-19,2018
Dylan Meyer,3.48,177,2018-08-16,2018-08-19,2018
Scott Stallings,3.3,177,2018-08-16,2018-08-19,2018
Sam Saunders,3.3,177,2018-08-16,2018-08-19,2018
Bill Haas,3.18,177,2018-08-16,2018-08-19,2018
Ben Crane,3.18,177,2018-08-16,2018-08-19,2018
Seamus Power,3.12,177,2018-08-16,2018-08-19,2018
Danny Lee,3.06,177,2018-08-16,2018-08-19,2018
Sam Ryder,3.06,177,2018-08-16,2018-08-19,2018
Trey Mullinax,3,177,2018-08-16,2018-08-19,2018
Tyler Duncan,3,177,2018-08-16,2018-08-19,2018
Jim Furyk,2.88,177,2018-08-16,2018-08-19,2018
Martin Laird,2.82,177,2018-08-16,2018-08-19,2018
Matthew Fitzpatrick,2.76,177,2018-08-16,2018-08-19,2018
Robert Garrigus,2.7,177,2018-08-16,2018-08-19,2018
Shane Lowry,2.1,177,2018-08-16,2018-08-19,2018
Scott Brown,1.98,177,2018-08-16,2018-08-19,2018
Tom Lovelady,1.92,177,2018-08-16,2018-08-19,2018
Cameron Percy,1.86,177,2018-08-16,2018-08-19,2018
William McGirt,1.86,177,2018-08-16,2018-08-19,2018
David Hearn,1.74,177,2018-08-16,2018-08-19,2018
John Huh,1.74,177,2018-08-16,2018-08-19,2018
Jason Dufner,1.74,177,2018-08-16,2018-08-19,2018
Brian Stuard,1.56,177,2018-08-16,2018-08-19,2018
Aaron Baddeley,1.44,177,2018-08-16,2018-08-19,2018
Tom Hoge,1.44,177,2018-08-16,2018-08-19,2018
Hunter Mahan,1.44,177,2018-08-16,2018-08-19,2018
Alex Cejka,1.38,177,2018-08-16,2018-08-19,2018
Steve Wheatcroft,1.26,177,2018-08-16,2018-08-19,2018
Richy Werenski,1.26,177,2018-08-16,2018-08-19,2018
Tyrone Van Aswegen,1.2,177,2018-08-16,2018-08-19,2018
Lanto Griffin,1.14,177,2018-08-16,2018-08-19,2018
Peter Uihlein,1.14,177,2018-08-16,2018-08-19,2018
Matt Jones,1.08,177,2018-08-16,2018-08-19,2018
Sean O'Hair,1.08,177,2018-08-16,2018-08-19,2018
Graeme McDowell,1.08,177,2018-08-16,2018-08-19,2018
Blayne Barber,1.02,177,2018-08-16,2018-08-19,2018
Fabian Gomez,1.02,177,2018-08-16,2018-08-19,2018
Sung Kang,0.96,177,2018-08-16,2018-08-19,2018
Peter Malnati,0.96,177,2018-08-16,2018-08-19,2018
Chad Campbell,0.96,177,2018-08-16,2018-08-19,2018
J.J. Henry,0.96,177,2018-08-16,2018-08-19,2018
Whee Kim,0.96,177,2018-08-16,2018-08-19,2018
Hudson Swafford,0.9,177,2018-08-16,2018-08-19,2018
Zac Blair,0.9,177,2018-08-16,2018-08-19,2018
Mackenzie Hughes,0.84,177,2018-08-16,2018-08-19,2018
Denny McCarthy,0.84,177,2018-08-16,2018-08-19,2018
Robert Streb,0.84,177,2018-08-16,2018-08-19,2018
Stephan Jaeger,0.78,177,2018-08-16,2018-08-19,2018
Carl Pettersson,0.72,177,2018-08-16,2018-08-19,2018
Kris Blanks,0.72,177,2018-08-16,2018-08-19,2018
Kyle Thompson,0.72,177,2018-08-16,2018-08-19,2018
Will Zalatoris,0.72,177,2018-08-16,2018-08-19,2018
Arjun Atwal,0.72,177,2018-08-16,2018-08-19,2018
Julian Suri,0.72,177,2018-08-16,2018-08-19,2018
Tommy Gainey,0.72,177,2018-08-16,2018-08-19,2018
Grayson Murray,0.72,177,2018-08-16,2018-08-19,2018
Michael Thompson,0.66,177,2018-08-16,2018-08-19,2018
D.A. Points,0.66,177,2018-08-16,2018-08-19,2018
John Oda,0.66,177,2018-08-16,2018-08-19,2018
Shane Bertsch,0.66,177,2018-08-16,2018-08-19,2018
Sang-Moon Bae,0.66,177,2018-08-16,2018-08-19,2018
Daniel Summerhays,0.66,177,2018-08-16,2018-08-19,2018
Ben Silverman,0.6,177,2018-08-16,2018-08-19,2018
Brice Garnett,0.6,177,2018-08-16,2018-08-19,2018
Charles Frost,0.6,177,2018-08-16,2018-08-19,2018
Chris Stroud,0.6,177,2018-08-16,2018-08-19,2018
Brett Stegmaier,0.54,177,2018-08-16,2018-08-19,2018
Nick Taylor,0.48,177,2018-08-16,2018-08-19,2018
Stuart Appleby,0.42,177,2018-08-16,2018-08-19,2018
Harris English,0.42,177,2018-08-16,2018-08-19,2018
Doug Ghim,0.42,177,2018-08-16,2018-08-19,2018
Roberto Diaz,0.36,177,2018-08-16,2018-08-19,2018
George McNeill,0.36,177,2018-08-16,2018-08-19,2018
Dominic Bozzelli,0.36,177,2018-08-16,2018-08-19,2018
Padraig Harrington,0.36,177,2018-08-16,2018-08-19,2018
Ricky Barnes,0.36,177,2018-08-16,2018-08-19,2018
Talor Gooch,0.36,177,2018-08-16,2018-08-19,2018
Retief Goosen,0.36,177,2018-08-16,2018-08-19,2018
Davis Love,0.3,177,2018-08-16,2018-08-19,2018
Adam Schenk,0.3,177,2018-08-16,2018-08-19,2018
Nicholas Lindheim,0.3,177,2018-08-16,2018-08-19,2018
Xinjun Zhang,0.3,177,2018-08-16,2018-08-19,2018
Shawn Stefani,0.3,177,2018-08-16,2018-08-19,2018
Billy Hurley,0.3,177,2018-08-16,2018-08-19,2018
Satoshi Kodaira,0.24,177,2018-08-16,2018-08-19,2018
Martin Flores,0.24,177,2018-08-16,2018-08-19,2018
Jonathan Byrd,0.24,177,2018-08-16,2018-08-19,2018
Rod Pampling,0.24,177,2018-08-16,2018-08-19,2018
Cody Gribble,0.18,177,2018-08-16,2018-08-19,2018
Martin Piller,0.18,177,2018-08-16,2018-08-19,2018
Matt Every,0.18,177,2018-08-16,2018-08-19,2018
Parker McLachlin,0.18,177,2018-08-16,2018-08-19,2018
Jonas Blixt,0.18,177,2018-08-16,2018-08-19,2018
Brendon De Jonge,0.18,177,2018-08-16,2018-08-19,2018
Derek Fathauer,0.18,177,2018-08-16,2018-08-19,2018
Ken Duke,0.18,177,2018-08-16,2018-08-19,2018
Jonathan Randolph,0.12,177,2018-08-16,2018-08-19,2018
Ernie Els,0.12,177,2018-08-16,2018-08-19,2018
Brian Davis,0.12,177,2018-08-16,2018-08-19,2018
John Merrick,0.12,177,2018-08-16,2018-08-19,2018
Rob Oppenheim,0.12,177,2018-08-16,2018-08-19,2018
Doc Redman,0.12,177,2018-08-16,2018-08-19,2018
Ethan Tracy,0.12,177,2018-08-16,2018-08-19,2018
Cameron Tringale,0.12,177,2018-08-16,2018-08-19,2018
Dicky Pride,0.06,177,2018-08-16,2018-08-19,2018
Conrad Shindler,0.06,177,2018-08-16,2018-08-19,2018
Jason Bohn,0.06,177,2018-08-16,2018-08-19,2018
Zecheng Dou,0.06,177,2018-08-16,2018-08-19,2018
Matt Atkins,0.06,177,2018-08-16,2018-08-19,2018
Andres Romero,0.06,177,2018-08-16,2018-08-19,2018
Andrew Yun,0,177,2018-08-16,2018-08-19,2018
Tony Finau,32.46,178,2018-08-23,2018-08-26,2018
Chris Kirk,26.58,178,2018-08-23,2018-08-26,2018
Dustin Johnson,25.86,178,2018-08-23,2018-08-26,2018
Tommy Fleetwood,23.76,178,2018-08-23,2018-08-26,2018
Justin Thomas,22.68,178,2018-08-23,2018-08-26,2018
Zach Johnson,22.14,178,2018-08-23,2018-08-26,2018
Justin Rose,21.06,178,2018-08-23,2018-08-26,2018
Brooks Koepka,20.94,178,2018-08-23,2018-08-26,2018
Kevin Streelman,19.68,178,2018-08-23,2018-08-26,2018
Jason Day,19.44,178,2018-08-23,2018-08-26,2018
Brian Gay,19.2,178,2018-08-23,2018-08-26,2018
Harold Varner,18.96,178,2018-08-23,2018-08-26,2018
Francesco Molinari,17.7,178,2018-08-23,2018-08-26,2018
Paul Casey,17.64,178,2018-08-23,2018-08-26,2018
Kevin Tway,17.58,178,2018-08-23,2018-08-26,2018
Tiger Woods,17.4,178,2018-08-23,2018-08-26,2018
Ryan Moore,17.22,178,2018-08-23,2018-08-26,2018
Webb Simpson,17.22,178,2018-08-23,2018-08-26,2018
Marc Leishman,15.6,178,2018-08-23,2018-08-26,2018
Keith Mitchell,15.36,178,2018-08-23,2018-08-26,2018
Charley Hoffman,14.94,178,2018-08-23,2018-08-26,2018
Rafael Cabrera-Bello,14.88,178,2018-08-23,2018-08-26,2018
Patrick Reed,14.4,178,2018-08-23,2018-08-26,2018
Keegan Bradley,14.28,178,2018-08-23,2018-08-26,2018
Joel Dahmen,14.1,178,2018-08-23,2018-08-26,2018
Russell Henley,13.92,178,2018-08-23,2018-08-26,2018
Charles Howell,13.92,178,2018-08-23,2018-08-26,2018
Cheng-Tsung Pan,13.8,178,2018-08-23,2018-08-26,2018
Patrick Cantlay,13.74,178,2018-08-23,2018-08-26,2018
Ian Poulter,13.44,178,2018-08-23,2018-08-26,2018
Andrew Putnam,12.66,178,2018-08-23,2018-08-26,2018
Jon Rahm,12.36,178,2018-08-23,2018-08-26,2018
Bubba Watson,12.12,178,2018-08-23,2018-08-26,2018
Matt Kuchar,11.7,178,2018-08-23,2018-08-26,2018
Brandon Harkins,11.64,178,2018-08-23,2018-08-26,2018
Bryson DeChambeau,11.64,178,2018-08-23,2018-08-26,2018
Alexander Noren,11.64,178,2018-08-23,2018-08-26,2018
Branden Grace,11.4,178,2018-08-23,2018-08-26,2018
Jamie Lovemark,11.16,178,2018-08-23,2018-08-26,2018
Byeong-Hun An,11.1,178,2018-08-23,2018-08-26,2018
Rory Sabbatini,10.92,178,2018-08-23,2018-08-26,2018
J.B. Holmes,10.92,178,2018-08-23,2018-08-26,2018
Beau Hossler,10.8,178,2018-08-23,2018-08-26,2018
Xander Schauffele,10.8,178,2018-08-23,2018-08-26,2018
Stewart Cink,10.38,178,2018-08-23,2018-08-26,2018
Gary Woodland,10.38,178,2018-08-23,2018-08-26,2018
Chesson Hadley,10.26,178,2018-08-23,2018-08-26,2018
Ollie Schniederjans,10.08,178,2018-08-23,2018-08-26,2018
Phil Mickelson,9.96,178,2018-08-23,2018-08-26,2018
Brian Harman,9.66,178,2018-08-23,2018-08-26,2018
Billy Horschel,9.54,178,2018-08-23,2018-08-26,2018
Adam Hadwin,9.48,178,2018-08-23,2018-08-26,2018
Kyle Stanley,9.36,178,2018-08-23,2018-08-26,2018
Chez Reavie,9.3,178,2018-08-23,2018-08-26,2018
Anirban Lahiri,9.18,178,2018-08-23,2018-08-26,2018
Tyrrell Hatton,9.06,178,2018-08-23,2018-08-26,2018
Austin Cook,8.46,178,2018-08-23,2018-08-26,2018
Jason Kokrak,8.4,178,2018-08-23,2018-08-26,2018
J.J. Spaun,8.22,178,2018-08-23,2018-08-26,2018
Emiliano Grillo,8.1,178,2018-08-23,2018-08-26,2018
Kevin Na,7.92,178,2018-08-23,2018-08-26,2018
Ryan Armour,7.92,178,2018-08-23,2018-08-26,2018
Nick Watney,7.74,178,2018-08-23,2018-08-26,2018
Jordan Spieth,7.68,178,2018-08-23,2018-08-26,2018
Abraham Ancer,7.62,178,2018-08-23,2018-08-26,2018
Hideki Matsuyama,7.5,178,2018-08-23,2018-08-26,2018
J.T. Poston,7.38,178,2018-08-23,2018-08-26,2018
Luke List,7.38,178,2018-08-23,2018-08-26,2018
Aaron Wise,7.2,178,2018-08-23,2018-08-26,2018
Brandt Snedeker,7.2,178,2018-08-23,2018-08-26,2018
Tyler Duncan,6.54,178,2018-08-23,2018-08-26,2018
Jimmy Walker,6.36,178,2018-08-23,2018-08-26,2018
Vaughn Taylor,6.24,178,2018-08-23,2018-08-26,2018
Kevin Chappell,6.24,178,2018-08-23,2018-08-26,2018
Louis Oosthuizen,6.18,178,2018-08-23,2018-08-26,2018
Sam Ryder,6,178,2018-08-23,2018-08-26,2018
Daniel Berger,5.94,178,2018-08-23,2018-08-26,2018
Kevin Kisner,5.76,178,2018-08-23,2018-08-26,2018
Bronson Burgoon,5.76,178,2018-08-23,2018-08-26,2018
Jhonattan Vegas,5.4,178,2018-08-23,2018-08-26,2018
Adam Scott,5.28,178,2018-08-23,2018-08-26,2018
Sam Saunders,5.16,178,2018-08-23,2018-08-26,2018
Russell Knox,5.04,178,2018-08-23,2018-08-26,2018
James Hahn,4.98,178,2018-08-23,2018-08-26,2018
Danny Lee,4.62,178,2018-08-23,2018-08-26,2018
Ryan Blaum,4.62,178,2018-08-23,2018-08-26,2018
Jason Dufner,4.5,178,2018-08-23,2018-08-26,2018
Troy Merritt,4.5,178,2018-08-23,2018-08-26,2018
Brendan Steele,4.44,178,2018-08-23,2018-08-26,2018
Si Woo Kim,4.32,178,2018-08-23,2018-08-26,2018
Scott Piercy,4.14,178,2018-08-23,2018-08-26,2018
Scott Stallings,4.14,178,2018-08-23,2018-08-26,2018
Seamus Power,4.14,178,2018-08-23,2018-08-26,2018
Kelly Kraft,4.02,178,2018-08-23,2018-08-26,2018
Martin Laird,3.78,178,2018-08-23,2018-08-26,2018
Trey Mullinax,3.66,178,2018-08-23,2018-08-26,2018
Andrew Landry,3.6,178,2018-08-23,2018-08-26,2018
William McGirt,3.54,178,2018-08-23,2018-08-26,2018
Peter Uihlein,3.54,178,2018-08-23,2018-08-26,2018
Richy Werenski,3.18,178,2018-08-23,2018-08-26,2018
Scott Brown,2.7,178,2018-08-23,2018-08-26,2018
Alex Cejka,2.7,178,2018-08-23,2018-08-26,2018
Ryan Palmer,2.58,178,2018-08-23,2018-08-26,2018
John Huh,2.52,178,2018-08-23,2018-08-26,2018
Whee Kim,2.28,178,2018-08-23,2018-08-26,2018
Ted Potter,2.22,178,2018-08-23,2018-08-26,2018
Grayson Murray,2.1,178,2018-08-23,2018-08-26,2018
Patton Kizzire,2.04,178,2018-08-23,2018-08-26,2018
Tom Hoge,1.86,178,2018-08-23,2018-08-26,2018
Brian Stuard,1.86,178,2018-08-23,2018-08-26,2018
