season,tourname,tourid,start_date,end_date,type,tournum,scrape_timestamp
2017,FedEx St. Jude Classic,R2017025,2017-06-08,2017-06-11,STD,340,2020-01-25T18:36:28Z
2017,U.S. Open,R2017026,2017-06-15,2017-06-18,MJR,350,2020-01-25T18:36:28Z
2017,CVS Health Charity Classic,R2017486,2017-06-19,2017-06-20,OTH,355,2020-01-25T18:36:28Z
2017,Travelers Championship,R2017034,2017-06-22,2017-06-25,STD,360,2020-01-25T18:36:28Z
2017,Quicken Loans National,R2017471,2017-06-29,2017-07-02,STD,370,2020-01-25T18:36:28Z
2017,The Greenbrier Classic,R2017490,2017-07-06,2017-07-09,STD,380,2020-01-25T18:36:28Z
2017,John Deere Classic,R2017030,2017-07-13,2017-07-16,STD,390,2020-01-25T18:36:28Z
2017,Barbasol Championship,R2017518,2017-07-20,2017-07-23,ALT,400,2020-01-25T18:36:28Z
2017,The Open Championship,R2017100,2017-07-20,2017-07-23,MJR,410,2020-01-25T18:36:28Z
2017,RBC Canadian Open,R2017032,2017-07-27,2017-07-30,STD,420,2020-01-25T18:36:28Z
2017,Barracuda Championship,R2017472,2017-08-03,2017-08-06,ALT,430,2020-01-25T18:36:28Z
2017,World Golf Championships-Bridgestone Invitational,R2017476,2017-08-03,2017-08-06,WGC,440,2020-01-25T18:36:28Z
2017,PGA Championship,R2017033,2017-08-10,2017-08-13,MJR,450,2020-01-25T18:36:28Z
2017,Wyndham Championship,R2017013,2017-08-17,2017-08-20,LRS,460,2020-01-25T18:36:28Z
2017,THE NORTHERN TRUST,R2017027,2017-08-24,2017-08-27,PLF,470,2020-01-25T18:36:28Z
2017,Dell Technologies Championship,R2017505,2017-09-01,2017-09-04,PLF,480,2020-01-25T18:36:28Z
2017,BMW Championship,R2017028,2017-09-14,2017-09-17,PLF,490,2020-01-25T18:36:28Z
2017,TOUR Championship,R2017060,2017-09-21,2017-09-24,PLS,500,2020-01-25T18:36:28Z
2017,Presidents Cup,R2017500,2017-09-28,2017-10-01,OTH,510,2020-01-25T18:36:28Z
2018,Safeway Open,R2018464,2017-10-05,2017-10-08,STD,10,2020-01-25T18:36:28Z
2018,CIMB Classic,R2018494,2017-10-12,2017-10-15,STD,20,2020-01-25T18:36:28Z
2018,THE CJ CUP @ NINE BRIDGES,R2018521,2017-10-19,2017-10-22,STD,30,2020-01-25T18:36:28Z
2018,Sanderson Farms Championship,R2018054,2017-10-26,2017-10-29,ALT,40,2020-01-25T18:36:28Z
2018,World Golf Championships-HSBC Champions,R2018489,2017-10-26,2017-10-29,WGC,50,2020-01-25T18:36:28Z
2018,Shriners Hospitals for Children Open,R2018047,2017-11-02,2017-11-05,STD,60,2020-01-25T18:36:28Z
2018,OHL Classic at Mayakoba,R2018457,2017-11-09,2017-11-12,STD,70,2020-01-25T18:36:28Z
2018,The RSM Classic,R2018493,2017-11-16,2017-11-19,STD,80,2020-01-25T18:36:28Z
2018,Hero World Challenge,R2018478,2017-11-30,2017-12-03,OTH,90,2020-01-25T18:36:28Z
2018,QBE Shootout,R2018058,2017-12-08,2017-12-10,OTH,100,2020-01-25T18:36:28Z
2018,Sentry Tournament of Champions,R2018016,2018-01-04,2018-01-07,STD,110,2020-01-25T18:36:28Z
2018,Sony Open in Hawaii,R2018006,2018-01-11,2018-01-14,STD,120,2020-01-25T18:36:28Z
2018,CareerBuilder Challenge,R2018002,2018-01-18,2018-01-21,STD,130,2020-01-25T18:36:28Z
2018,Farmers Insurance Open,R2018004,2018-01-25,2018-01-28,STD,140,2020-01-25T18:36:28Z
2018,Waste Management Phoenix Open,R2018003,2018-02-01,2018-02-04,STD,150,2020-01-25T18:36:28Z
2018,AT&T Pebble Beach Pro-Am,R2018005,2018-02-08,2018-02-11,STD,160,2020-01-25T18:36:28Z
2018,Genesis Open,R2018007,2018-02-15,2018-02-18,STD,170,2020-01-25T18:36:28Z
2018,The Honda Classic,R2018010,2018-02-22,2018-02-25,STD,180,2020-01-25T18:36:28Z
2018,World Golf Championships-Mexico Championship,R2018473,2018-03-01,2018-03-04,WGC,200,2020-01-25T18:36:28Z
2018,Puerto Rico Open Charity Day,R2018523,2018-03-02,2018-03-03,OTH,190,2020-01-25T18:36:28Z
2018,Valspar Championship,R2018475,2018-03-08,2018-03-11,STD,210,2020-01-25T18:36:28Z
2018,Arnold Palmer Invitational presented by Mastercard,R2018009,2018-03-15,2018-03-18,STD,220,2020-01-25T18:36:28Z
2018,World Golf Championships-Dell Technologies Match Play,R2018470,2018-03-21,2018-03-25,WGC,240,2020-01-25T18:36:28Z
2018,Corales Puntacana Resort & Club Championship,R2018522,2018-03-22,2018-03-25,ALT,230,2020-01-25T18:36:28Z
2018,Houston Open,R2018020,2018-03-29,2018-04-01,STD,250,2020-01-25T18:36:28Z
2018,Masters Tournament,R2018014,2018-04-05,2018-04-08,MJR,260,2020-01-25T18:36:28Z
2018,RBC Heritage,R2018012,2018-04-12,2018-04-15,STD,270,2020-01-25T18:36:28Z
2018,Valero Texas Open,R2018041,2018-04-19,2018-04-22,STD,280,2020-01-25T18:36:28Z
2018,Zurich Classic of New Orleans,R2018018,2018-04-26,2018-04-29,STD,290,2020-01-25T18:36:28Z
2018,Wells Fargo Championship,R2018480,2018-05-03,2018-05-06,STD,300,2020-01-25T18:36:28Z
2018,THE PLAYERS Championship,R2018011,2018-05-10,2018-05-13,MJR,310,2020-01-25T18:36:28Z
2018,AT&T Byron Nelson,R2018019,2018-05-17,2018-05-20,STD,320,2020-01-25T18:36:28Z
2018,Fort Worth Invitational,R2018021,2018-05-24,2018-05-27,STD,330,2020-01-25T18:36:28Z
2018,the Memorial Tournament presented by Nationwide,R2018023,2018-05-31,2018-06-03,STD,340,2020-01-25T18:36:28Z
2018,FedEx St. Jude Classic,R2018025,2018-06-07,2018-06-10,STD,350,2020-01-25T18:36:28Z
2018,U.S. Open,R2018026,2018-06-14,2018-06-17,MJR,360,2020-01-25T18:36:28Z
2018,Travelers Championship,R2018034,2018-06-21,2018-06-24,STD,370,2020-01-25T18:36:28Z
2018,CVS Health Charity Classic,R2018486,2018-06-25,2018-06-25,OTH,375,2020-01-25T18:36:28Z
2018,Quicken Loans National,R2018471,2018-06-28,2018-07-01,STD,380,2020-01-25T18:36:28Z
2018,A Military Tribute at The Greenbrier,R2018490,2018-07-05,2018-07-08,STD,390,2020-01-25T18:36:28Z
2018,John Deere Classic,R2018030,2018-07-12,2018-07-15,STD,400,2020-01-25T18:36:28Z
2018,The Open Championship,R2018100,2018-07-19,2018-07-22,MJR,420,2020-01-25T18:36:28Z
2018,Barbasol Championship,R2018518,2018-07-19,2018-07-22,ALT,410,2020-01-25T18:36:28Z
2018,RBC Canadian Open,R2018032,2018-07-26,2018-07-29,STD,430,2020-01-25T18:36:28Z
2018,Barracuda Championship,R2018472,2018-08-02,2018-08-05,ALT,440,2020-01-25T18:36:28Z
2018,World Golf Championships-Bridgestone Invitational,R2018476,2018-08-02,2018-08-05,WGC,450,2020-01-25T18:36:28Z
2018,PGA Championship,R2018033,2018-08-09,2018-08-12,MJR,460,2020-01-25T18:36:28Z
2018,Wyndham Championship,R2018013,2018-08-16,2018-08-19,LRS,470,2020-01-25T18:36:28Z
2018,THE NORTHERN TRUST,R2018027,2018-08-23,2018-08-26,PLF,480,2020-01-25T18:36:28Z
2018,Dell Technologies Championship,R2018505,2018-08-31,2018-09-03,PLF,490,2020-01-25T18:36:28Z
2018,BMW Championship,R2018028,2018-09-06,2018-09-09,PLF,500,2020-01-25T18:36:28Z
2018,TOUR Championship,R2018060,2018-09-20,2018-09-23,PLS,510,2020-01-25T18:36:28Z
2018,Ryder Cup,R2018468,2018-09-28,2018-09-30,OTH,520,2020-01-25T18:36:28Z
2019,Safeway Open,R2019464,2018-10-04,2018-10-07,STD,10,2020-01-25T18:36:28Z
2019,CIMB Classic,R2019494,2018-10-11,2018-10-14,STD,20,2020-01-25T18:36:28Z
2019,THE CJ CUP @ NINE BRIDGES,R2019521,2018-10-18,2018-10-21,STD,30,2020-01-25T18:36:28Z
2019,Sanderson Farms Championship,R2019054,2018-10-25,2018-10-28,ALT,40,2020-01-25T18:36:28Z
2019,World Golf Championships-HSBC Champions,R2019489,2018-10-25,2018-10-28,WGC,50,2020-01-25T18:36:28Z
2019,Shriners Hospitals for Children Open,R2019047,2018-11-01,2018-11-04,STD,60,2020-01-25T18:36:28Z
2019,Mayakoba Golf Classic,R2019457,2018-11-08,2018-11-11,STD,70,2020-01-25T18:36:28Z
2019,The RSM Classic,R2019493,2018-11-15,2018-11-18,STD,80,2020-01-25T18:36:28Z
2019,ISPS Handa Melbourne World Cup of Golf,R2019169,2018-11-22,2018-11-25,OTH,85,2020-01-25T18:36:28Z
2019,Tiger vs. Phil,R2019526,2018-11-23,2018-11-23,OTH,83,2020-01-25T18:36:28Z
2019,Hero World Challenge,R2019478,2018-11-29,2018-12-02,OTH,90,2020-01-25T18:36:28Z
2019,QBE Shootout,R2019058,2018-12-07,2018-12-09,OTH,100,2020-01-25T18:36:28Z
2019,Sentry Tournament of Champions,R2019016,2019-01-03,2019-01-06,STD,110,2020-01-25T18:36:28Z
2019,Sony Open in Hawaii,R2019006,2019-01-10,2019-01-13,STD,120,2020-01-25T18:36:28Z
2019,Desert Classic,R2019002,2019-01-17,2019-01-20,STD,130,2020-01-25T18:36:28Z
2019,Farmers Insurance Open,R2019004,2019-01-24,2019-01-27,STD,140,2020-01-25T18:36:28Z
2019,Waste Management Phoenix Open,R2019003,2019-01-31,2019-02-03,STD,150,2020-01-25T18:36:28Z
2019,AT&T Pebble Beach Pro-Am,R2019005,2019-02-07,2019-02-10,STD,160,2020-01-25T18:36:28Z
2019,Genesis Open,R2019007,2019-02-14,2019-02-17,STD,170,2020-01-25T18:36:28Z
2019,World Golf Championships-Mexico Championship,R2019473,2019-02-21,2019-02-24,WGC,190,2020-01-25T18:36:28Z
2019,Puerto Rico Open,R2019483,2019-02-21,2019-02-24,ALT,180,2020-01-25T18:36:28Z
2019,The Honda Classic,R2019010,2019-02-28,2019-03-03,STD,200,2020-01-25T18:36:28Z
2019,Arnold Palmer Invitational presented by Mastercard,R2019009,2019-03-07,2019-03-10,STD,210,2020-01-25T18:36:28Z
2019,THE PLAYERS Championship,R2019011,2019-03-14,2019-03-17,MJR,220,2020-01-25T18:36:28Z
2019,Valspar Championship,R2019475,2019-03-21,2019-03-24,STD,230,2020-01-25T18:36:28Z
2019,World Golf Championships-Dell Technologies Match Play,R2019470,2019-03-27,2019-03-31,WGC,250,2020-01-25T18:36:28Z
2019,Corales Puntacana Resort & Club Championship,R2019522,2019-03-28,2019-03-31,ALT,240,2020-01-25T18:36:28Z
2019,Valero Texas Open,R2019041,2019-04-04,2019-04-07,STD,260,2020-01-25T18:36:28Z
2019,Masters Tournament,R2019014,2019-04-11,2019-04-14,MJR,270,2020-01-25T18:36:28Z
2019,RBC Heritage,R2019012,2019-04-18,2019-04-21,STD,280,2020-01-25T18:36:28Z
2019,Zurich Classic of New Orleans,R2019018,2019-04-25,2019-04-28,STD,290,2020-01-25T18:36:28Z
2019,Wells Fargo Championship,R2019480,2019-05-02,2019-05-05,STD,300,2020-01-25T18:36:28Z
2019,AT&T Byron Nelson,R2019019,2019-05-09,2019-05-12,STD,310,2020-01-25T18:36:28Z
2019,PGA Championship,R2019033,2019-05-16,2019-05-19,MJR,320,2020-01-25T18:36:28Z
2019,Charles Schwab Challenge,R2019021,2019-05-23,2019-05-26,STD,330,2020-01-25T18:36:28Z
2019,the Memorial Tournament presented by Nationwide,R2019023,2019-05-30,2019-06-02,STD,340,2020-01-25T18:36:28Z
2019,RBC Canadian Open,R2019032,2019-06-06,2019-06-09,STD,350,2020-01-25T18:36:28Z
2019,U.S. Open,R2019026,2019-06-13,2019-06-16,MJR,360,2020-01-25T18:36:28Z
2019,Travelers Championship,R2019034,2019-06-20,2019-06-23,STD,370,2020-01-25T18:36:28Z
2019,CVS Health Charity Classic,R2019486,2019-06-24,2019-06-24,OTH,375,2020-01-25T18:36:28Z
2019,Rocket Mortgage Classic,R2019524,2019-06-27,2019-06-30,STD,380,2020-01-25T18:36:28Z
2019,3M Open,R2019525,2019-07-04,2019-07-07,STD,390,2020-01-25T18:36:28Z
2019,John Deere Classic,R2019030,2019-07-11,2019-07-14,STD,400,2020-01-25T18:36:28Z
2019,The Open Championship,R2019100,2019-07-18,2019-07-21,MJR,420,2020-01-25T18:36:28Z
2019,Barbasol Championship,R2019518,2019-07-18,2019-07-21,ALT,410,2020-01-25T18:36:28Z
2019,World Golf Championships-FedEx St. Jude Invitational,R2019476,2019-07-25,2019-07-28,WGC,430,2020-01-25T18:36:28Z
2019,Barracuda Championship,R2019472,2019-07-25,2019-07-28,ALT,440,2020-01-25T18:36:28Z
2019,Wyndham Championship,R2019013,2019-08-01,2019-08-04,LRS,450,2020-01-25T18:36:28Z
2019,THE NORTHERN TRUST,R2019027,2019-08-08,2019-08-11,PLF,460,2020-01-25T18:36:28Z
2019,BMW Championship,R2019028,2019-08-15,2019-08-18,PLF,470,2020-01-25T18:36:28Z
2019,TOUR Championship,R2019060,2019-08-22,2019-08-25,PLS,480,2020-01-25T18:36:28Z
2020,A Military Tribute at The Greenbrier,R2020490,2019-09-12,2019-09-15,STD,10,2020-01-25T18:36:28Z
2020,Sanderson Farms Championship,R2020054,2019-09-19,2019-09-22,STD,20,2020-01-25T18:36:28Z
2020,Safeway Open,R2020464,2019-09-26,2019-09-29,STD,30,2020-01-25T18:36:28Z
2020,Shriners Hospitals for Children Open,R2020047,2019-10-03,2019-10-06,STD,40,2020-01-25T18:36:28Z
2020,Houston Open,R2020020,2019-10-10,2019-10-13,STD,50,2020-01-25T18:36:28Z
2020,THE CJ CUP @ NINE BRIDGES,R2020521,2019-10-17,2019-10-20,STD,60,2020-01-25T18:36:28Z
2020,MGM Resorts The Challenge: Japan Skins,R2020530,2019-10-21,2019-10-21,OTH,65,2020-01-25T18:36:28Z
2020,ZOZO CHAMPIONSHIP,R2020527,2019-10-24,2019-10-27,STD,70,2020-01-25T18:36:28Z
2020,World Golf Championships-HSBC Champions,R2020489,2019-10-31,2019-11-03,WGC,90,2020-01-25T18:36:28Z
2020,Bermuda Championship,R2020528,2019-10-31,2019-11-03,ALT,80,2020-01-25T18:36:28Z
2020,Mayakoba Golf Classic,R2020457,2019-11-14,2019-11-17,STD,100,2020-01-25T18:36:28Z
2020,The RSM Classic,R2020493,2019-11-21,2019-11-24,STD,110,2020-01-25T18:36:28Z
2020,Hero World Challenge,R2020478,2019-12-04,2019-12-07,OTH,120,2020-01-25T18:36:28Z
2020,Presidents Cup,R2020500,2019-12-12,2019-12-15,OTH,130,2020-01-25T18:36:28Z
2020,QBE Shootout,R2020058,2019-12-13,2019-12-15,OTH,125,2020-01-25T18:36:28Z
2020,Sentry Tournament of Champions,R2020016,2020-01-02,2020-01-05,STD,140,2020-01-25T18:36:28Z
2020,Sony Open in Hawaii,R2020006,2020-01-09,2020-01-12,STD,150,2020-01-25T18:36:28Z
2020,The American Express,R2020002,2020-01-16,2020-01-19,STD,160,2020-01-25T18:36:28Z
2020,Farmers Insurance Open,R2020004,2020-01-23,2020-01-26,STD,170,2020-01-25T18:36:28Z
2020,Waste Management Phoenix Open,R2020003,2020-01-30,2020-02-02,STD,180,2020-01-25T18:36:28Z
2020,AT&T Pebble Beach Pro-Am,R2020005,2020-02-06,2020-02-09,STD,190,2020-01-25T18:36:28Z
2020,The Genesis Invitational,R2020007,2020-02-13,2020-02-16,STD,200,2020-01-25T18:36:28Z
2020,Puerto Rico Open,R2020483,2020-02-20,2020-02-23,ALT,210,2020-01-25T18:36:28Z
2020,World Golf Championships-Mexico Championship,R2020473,2020-02-20,2020-02-23,WGC,220,2020-01-25T18:36:28Z
2020,The Honda Classic,R2020010,2020-02-27,2020-03-01,STD,230,2020-01-25T18:36:28Z
2020,Arnold Palmer Invitational presented by Mastercard,R2020009,2020-03-05,2020-03-08,STD,240,2020-01-25T18:36:28Z
2020,THE PLAYERS Championship,R2020011,2020-03-12,2020-03-15,MJR,250,2020-01-25T18:36:28Z
2020,Valspar Championship,R2020475,2020-03-19,2020-03-22,STD,260,2020-01-25T18:36:28Z
2020,Corales Puntacana Resort & Club Championship,R2020522,2020-03-26,2020-03-29,ALT,270,2020-01-25T18:36:28Z
2020,World Golf Championships-Dell Technologies Match Play,R2020470,2020-03-26,2020-03-29,WGC,280,2020-01-25T18:36:28Z
2020,Valero Texas Open,R2020041,2020-04-02,2020-04-05,STD,290,2020-01-25T18:36:28Z
2020,Masters Tournament,R2020014,2020-04-09,2020-04-12,MJR,300,2020-01-25T18:36:28Z
2020,RBC Heritage,R2020012,2020-04-16,2020-04-19,STD,310,2020-01-25T18:36:28Z
2020,Zurich Classic of New Orleans,R2020018,2020-04-23,2020-04-26,STD,320,2020-01-25T18:36:28Z
2020,Wells Fargo Championship,R2020480,2020-04-30,2020-05-03,STD,330,2020-01-25T18:36:28Z
2020,AT&T Byron Nelson,R2020019,2020-05-07,2020-05-10,STD,340,2020-01-25T18:36:28Z
2020,PGA Championship,R2020033,2020-05-14,2020-05-17,MJR,350,2020-01-25T18:36:28Z
2020,Charles Schwab Challenge,R2020021,2020-05-21,2020-05-24,STD,360,2020-01-25T18:36:28Z
2020,Rocket Mortgage Classic,R2020524,2020-05-28,2020-05-31,STD,370,2020-01-25T18:36:28Z
2020,the Memorial Tournament presented by Nationwide,R2020023,2020-06-04,2020-06-07,STD,380,2020-01-25T18:36:28Z
2020,RBC Canadian Open,R2020032,2020-06-11,2020-06-14,STD,390,2020-01-25T18:36:28Z
2020,U.S. Open,R2020026,2020-06-18,2020-06-21,MJR,400,2020-01-25T18:36:28Z
2020,Travelers Championship,R2020034,2020-06-25,2020-06-28,STD,410,2020-01-25T18:36:28Z
2020,Barracuda Championship,R2020472,2020-07-02,2020-07-05,ALT,420,2020-01-25T18:36:28Z
2020,World Golf Championships-FedEx St. Jude Invitational,R2020476,2020-07-02,2020-07-05,WGC,430,2020-01-25T18:36:28Z
2020,John Deere Classic,R2020030,2020-07-09,2020-07-12,STD,440,2020-01-25T18:36:28Z
2020,Barbasol Championship,R2020518,2020-07-16,2020-07-19,ALT,450,2020-01-25T18:36:28Z
2020,The Open Championship,R2020100,2020-07-16,2020-07-19,MJR,460,2020-01-25T18:36:28Z
2020,3M Open,R2020525,2020-07-23,2020-07-26,STD,470,2020-01-25T18:36:28Z
2020,Olympic Men's Golf Competition,R2020519,2020-07-30,2020-08-02,OTH,480,2020-01-25T18:36:28Z
2020,Wyndham Championship,R2020013,2020-08-06,2020-08-09,LRS,490,2020-01-25T18:36:28Z
2020,THE NORTHERN TRUST,R2020027,2020-08-13,2020-08-16,PLF,500,2020-01-25T18:36:28Z
2020,BMW Championship,R2020028,2020-08-20,2020-08-23,PLF,510,2020-01-25T18:36:28Z
2020,TOUR Championship,R2020060,2020-08-27,2020-08-30,PLS,520,2020-01-25T18:36:28Z
