season,tourname,tourid,start_date,end_date,type,tournum,scrape_timestamp
2012,John Deere Classic,R2012030,2012-07-12,2012-07-15,STD,300,2020-01-25T18:36:28Z
2012,True South Classic,R2012054,2012-07-19,2012-07-22,ALT,310,2020-01-25T18:36:28Z
2012,The Open Championship,R2012100,2012-07-19,2012-07-22,MJR,320,2020-01-25T18:36:28Z
2012,RBC Canadian Open,R2012032,2012-07-26,2012-07-29,STD,330,2020-01-25T18:36:28Z
2012,Reno-Tahoe Open,R2012472,2012-08-02,2012-08-05,ALT,340,2020-01-25T18:36:28Z
2012,World Golf Championships-Bridgestone Invitational,R2012476,2012-08-02,2012-08-05,WGC,350,2020-01-25T18:36:28Z
2012,PGA Championship,R2012033,2012-08-09,2012-08-12,MJR,360,2020-01-25T18:36:28Z
2012,Wyndham Championship,R2012013,2012-08-16,2012-08-19,LRS,370,2020-01-25T18:36:28Z
2012,The Barclays,R2012027,2012-08-23,2012-08-26,PLF,380,2020-01-25T18:36:28Z
2012,Deutsche Bank Championship,R2012505,2012-08-31,2012-09-03,PLF,390,2020-01-25T18:36:28Z
2012,BMW Championship,R2012028,2012-09-06,2012-09-09,PLF,400,2020-01-25T18:36:28Z
2012,TOUR Championship by Coca-Cola,R2012060,2012-09-20,2012-09-23,PLS,410,2020-01-25T18:36:28Z
2012,Ryder Cup,R2012468,2012-09-28,2012-09-30,OTH,420,2020-01-25T18:36:28Z
2012,Justin Timberlake Shriners Hospitals for Children Open,R2012047,2012-10-04,2012-10-07,FAL,430,2020-01-25T18:36:28Z
2012,Frys.com Open,R2012464,2012-10-11,2012-10-14,FAL,440,2020-01-25T18:36:28Z
2012,The McGladrey Classic,R2012493,2012-10-18,2012-10-21,FAL,450,2020-01-25T18:36:28Z
2012,PGA Grand Slam of Golf,R2012504,2012-10-22,2012-10-24,OTH,455,2020-01-25T18:36:28Z
2012,CIMB Classic,R2012494,2012-10-25,2012-10-28,OTH,460,2020-01-25T18:36:28Z
2012,World Golf Championships-HSBC Champions,R2012489,2012-11-01,2012-11-04,OTH,470,2020-01-25T18:36:28Z
2012,Children's Miracle Network Hospitals Classic,R2012045,2012-11-08,2012-11-11,FAL,480,2020-01-25T18:36:28Z
2012,Wendy's 3-Tour Challenge,R2012324,2012-11-12,2012-11-13,OTH,481,2020-01-25T18:36:28Z
2012,Tyco Golf Skills Challenge,R2012509,2012-11-12,2012-11-14,OTH,483,2020-01-25T18:36:28Z
2012,PGA TOUR Qualifying Tournament,R2012088,2012-11-28,2012-12-03,OTH,505,2020-01-25T18:36:28Z
2012,World Challenge presented by Northwestern Mutual,R2012478,2012-11-29,2012-12-02,OTH,500,2020-01-25T18:36:28Z
2012,Franklin Templeton Shootout,R2012058,2012-12-07,2012-12-09,OTH,510,2020-01-25T18:36:28Z
2013,Hyundai Tournament of Champions,R2013016,2013-01-04,2013-01-07,STD,10,2020-01-25T18:36:28Z
2013,Sony Open in Hawaii,R2013006,2013-01-10,2013-01-13,STD,20,2020-01-25T18:36:28Z
2013,Humana Challenge in partnership with the Clinton Foundation,R2013002,2013-01-17,2013-01-20,STD,30,2020-01-25T18:36:28Z
2013,Farmers Insurance Open,R2013004,2013-01-24,2013-01-27,STD,40,2020-01-25T18:36:28Z
2013,Waste Management Phoenix Open,R2013003,2013-01-31,2013-02-03,STD,50,2020-01-25T18:36:28Z
2013,AT&T Pebble Beach National Pro-Am,R2013005,2013-02-07,2013-02-10,STD,60,2020-01-25T18:36:28Z
2013,Northern Trust Open,R2013007,2013-02-14,2013-02-17,STD,70,2020-01-25T18:36:28Z
2013,World Golf Championships-Accenture Match Play Championship,R2013470,2013-02-20,2013-02-24,WGC,80,2020-01-25T18:36:28Z
2013,The Honda Classic,R2013010,2013-02-28,2013-03-03,STD,90,2020-01-25T18:36:28Z
2013,Puerto Rico Open presented by seepuertorico.com,R2013483,2013-03-07,2013-03-10,ALT,100,2020-01-25T18:36:28Z
2013,World Golf Championships-Cadillac Championship,R2013473,2013-03-07,2013-03-10,WGC,110,2020-01-25T18:36:28Z
2013,Tampa Bay Championship presented by EverBank,R2013475,2013-03-14,2013-03-17,STD,120,2020-01-25T18:36:28Z
2013,Arnold Palmer Invitational presented by MasterCard,R2013009,2013-03-21,2013-03-24,STD,130,2020-01-25T18:36:28Z
2013,Tavistock Cup,R2013485,2013-03-25,2013-03-26,OTH,135,2020-01-25T18:36:28Z
2013,Shell Houston Open,R2013020,2013-03-28,2013-03-31,STD,140,2020-01-25T18:36:28Z
2013,Valero Texas Open,R2013041,2013-04-04,2013-04-07,STD,150,2020-01-25T18:36:28Z
2013,Masters Tournament,R2013014,2013-04-11,2013-04-14,MJR,160,2020-01-25T18:36:28Z
2013,RBC Heritage,R2013012,2013-04-18,2013-04-21,STD,170,2020-01-25T18:36:28Z
2013,Zurich Classic of New Orleans,R2013018,2013-04-25,2013-04-28,STD,180,2020-01-25T18:36:28Z
2013,Wells Fargo Championship,R2013480,2013-05-02,2013-05-05,STD,190,2020-01-25T18:36:28Z
2013,THE PLAYERS Championship,R2013011,2013-05-09,2013-05-12,MJR,200,2020-01-25T18:36:28Z
2013,HP Byron Nelson Championship,R2013019,2013-05-16,2013-05-19,STD,210,2020-01-25T18:36:28Z
2013,Crowne Plaza Invitational at Colonial,R2013021,2013-05-23,2013-05-26,STD,220,2020-01-25T18:36:28Z
2013,the Memorial Tournament presented by Nationwide Insurance,R2013023,2013-05-30,2013-06-02,STD,230,2020-01-25T18:36:28Z
2013,FedEx St. Jude Classic,R2013025,2013-06-06,2013-06-09,STD,240,2020-01-25T18:36:28Z
2013,U.S. Open,R2013026,2013-06-13,2013-06-16,MJR,250,2020-01-25T18:36:28Z
2013,Travelers Championship,R2013034,2013-06-20,2013-06-23,STD,260,2020-01-25T18:36:28Z
2013,CVS Caremark Charity Classic,R2013486,2013-06-24,2013-06-25,OTH,265,2020-01-25T18:36:28Z
2013,AT&T National,R2013471,2013-06-27,2013-06-30,STD,270,2020-01-25T18:36:28Z
2013,The Greenbrier Classic,R2013490,2013-07-04,2013-07-07,STD,280,2020-01-25T18:36:28Z
2013,John Deere Classic,R2013030,2013-07-11,2013-07-14,STD,290,2020-01-25T18:36:28Z
2013,Sanderson Farms Championship,R2013054,2013-07-18,2013-07-21,ALT,300,2020-01-25T18:36:28Z
2013,The Open Championship,R2013100,2013-07-18,2013-07-21,MJR,310,2020-01-25T18:36:28Z
2013,RBC Canadian Open,R2013032,2013-07-25,2013-07-28,STD,320,2020-01-25T18:36:28Z
2013,Reno-Tahoe Open,R2013472,2013-08-01,2013-08-04,ALT,330,2020-01-25T18:36:28Z
2013,World Golf Championships-Bridgestone Invitational,R2013476,2013-08-01,2013-08-04,WGC,340,2020-01-25T18:36:28Z
2013,PGA Championship,R2013033,2013-08-08,2013-08-11,MJR,350,2020-01-25T18:36:28Z
2013,Wyndham Championship,R2013013,2013-08-15,2013-08-18,LRS,360,2020-01-25T18:36:28Z
2013,The Barclays,R2013027,2013-08-22,2013-08-25,PLF,370,2020-01-25T18:36:28Z
2013,Deutsche Bank Championship,R2013505,2013-08-30,2013-09-02,PLF,380,2020-01-25T18:36:28Z
2013,BMW Championship,R2013028,2013-09-12,2013-09-15,PLF,390,2020-01-25T18:36:28Z
2013,TOUR Championship by Coca-Cola,R2013060,2013-09-19,2013-09-22,PLS,400,2020-01-25T18:36:28Z
2013,Presidents Cup,R2013500,2013-10-03,2013-10-06,OTH,410,2020-01-25T18:36:28Z
2014,Frys.com Open,R2014464,2013-10-10,2013-10-13,STD,10,2020-01-25T18:36:28Z
2014,PGA Grand Slam of Golf,R2014504,2013-10-14,2013-10-16,OTH,15,2020-01-25T18:36:28Z
2014,Shriners Hospitals for Children Open,R2014047,2013-10-17,2013-10-20,STD,20,2020-01-25T18:36:28Z
2014,CIMB Classic,R2014494,2013-10-24,2013-10-27,STD,30,2020-01-25T18:36:28Z
2014,World Golf Championships-HSBC Champions,R2014489,2013-10-31,2013-11-03,WGC,40,2020-01-25T18:36:28Z
2014,The McGladrey Classic,R2014493,2013-11-07,2013-11-10,STD,50,2020-01-25T18:36:28Z
2014,Wendy's 3-Tour Challenge,R2014324,2013-11-11,2013-11-12,OTH,55,2020-01-25T18:36:28Z
2014,OHL Classic at Mayakoba,R2014457,2013-11-14,2013-11-17,STD,60,2020-01-25T18:36:28Z
2014,ISPS HANDA World Cup of Golf,R2014169,2013-11-21,2013-11-24,OTH,80,2020-01-25T18:36:28Z
2014,Northwestern Mutual World Challenge,R2014478,2013-12-05,2013-12-08,OTH,90,2020-01-25T18:36:28Z
2014,Franklin Templeton Shootout,R2014058,2013-12-13,2013-12-15,OTH,100,2020-01-25T18:36:28Z
2014,Hyundai Tournament of Champions,R2014016,2014-01-03,2014-01-06,STD,110,2020-01-25T18:36:28Z
2014,Sony Open in Hawaii,R2014006,2014-01-09,2014-01-12,STD,120,2020-01-25T18:36:28Z
2014,Humana Challenge in partnership with the Clinton Foundation,R2014002,2014-01-16,2014-01-19,STD,130,2020-01-25T18:36:28Z
2014,Farmers Insurance Open,R2014004,2014-01-23,2014-01-26,STD,140,2020-01-25T18:36:28Z
2014,Waste Management Phoenix Open,R2014003,2014-01-30,2014-02-02,STD,150,2020-01-25T18:36:28Z
2014,AT&T Pebble Beach National Pro-Am,R2014005,2014-02-06,2014-02-09,STD,160,2020-01-25T18:36:28Z
2014,Northern Trust Open,R2014007,2014-02-13,2014-02-16,STD,170,2020-01-25T18:36:28Z
2014,World Golf Championships-Accenture Match Play Championship,R2014470,2014-02-19,2014-02-23,WGC,180,2020-01-25T18:36:28Z
2014,The Honda Classic,R2014010,2014-02-27,2014-03-02,STD,190,2020-01-25T18:36:28Z
2014,Puerto Rico Open presented by seepuertorico.com,R2014483,2014-03-06,2014-03-09,ALT,200,2020-01-25T18:36:28Z
2014,World Golf Championships-Cadillac Championship,R2014473,2014-03-06,2014-03-09,WGC,210,2020-01-25T18:36:28Z
2014,Valspar Championship,R2014475,2014-03-13,2014-03-16,STD,220,2020-01-25T18:36:28Z
2014,Arnold Palmer Invitational presented by MasterCard,R2014009,2014-03-20,2014-03-23,STD,230,2020-01-25T18:36:28Z
2014,Valero Texas Open,R2014041,2014-03-27,2014-03-30,STD,240,2020-01-25T18:36:28Z
2014,Shell Houston Open,R2014020,2014-04-03,2014-04-06,STD,250,2020-01-25T18:36:28Z
2014,Masters Tournament,R2014014,2014-04-10,2014-04-13,MJR,260,2020-01-25T18:36:28Z
2014,RBC Heritage,R2014012,2014-04-17,2014-04-20,STD,270,2020-01-25T18:36:28Z
2014,Zurich Classic of New Orleans,R2014018,2014-04-24,2014-04-27,STD,280,2020-01-25T18:36:28Z
2014,Wells Fargo Championship,R2014480,2014-05-01,2014-05-04,STD,290,2020-01-25T18:36:28Z
2014,THE PLAYERS Championship,R2014011,2014-05-08,2014-05-11,MJR,300,2020-01-25T18:36:28Z
2014,HP Byron Nelson Championship,R2014019,2014-05-15,2014-05-18,STD,310,2020-01-25T18:36:28Z
2014,Crowne Plaza Invitational at Colonial,R2014021,2014-05-22,2014-05-25,STD,320,2020-01-25T18:36:28Z
2014,the Memorial Tournament presented by Nationwide Insurance,R2014023,2014-05-29,2014-06-01,STD,330,2020-01-25T18:36:28Z
2014,FedEx St. Jude Classic,R2014025,2014-06-05,2014-06-08,STD,340,2020-01-25T18:36:28Z
2014,U.S. Open,R2014026,2014-06-12,2014-06-15,MJR,350,2020-01-25T18:36:28Z
2014,Travelers Championship,R2014034,2014-06-19,2014-06-22,STD,360,2020-01-25T18:36:28Z
2014,CVS Caremark Charity Classic,R2014486,2014-06-23,2014-06-24,OTH,365,2020-01-25T18:36:28Z
2014,Quicken Loans National,R2014471,2014-06-26,2014-06-29,STD,370,2020-01-25T18:36:28Z
2014,The Greenbrier Classic,R2014490,2014-07-03,2014-07-06,STD,380,2020-01-25T18:36:28Z
2014,John Deere Classic,R2014030,2014-07-10,2014-07-13,STD,390,2020-01-25T18:36:28Z
2014,The Open Championship,R2014100,2014-07-17,2014-07-20,MJR,400,2020-01-25T18:36:28Z
2014,RBC Canadian Open,R2014032,2014-07-24,2014-07-27,STD,410,2020-01-25T18:36:28Z
2014,Barracuda Championship,R2014472,2014-07-31,2014-08-03,ALT,420,2020-01-25T18:36:28Z
2014,World Golf Championships-Bridgestone Invitational,R2014476,2014-07-31,2014-08-03,WGC,430,2020-01-25T18:36:28Z
2014,PGA Championship,R2014033,2014-08-07,2014-08-10,MJR,440,2020-01-25T18:36:28Z
2014,Wyndham Championship,R2014013,2014-08-14,2014-08-17,LRS,450,2020-01-25T18:36:28Z
2014,The Barclays,R2014027,2014-08-21,2014-08-24,PLF,460,2020-01-25T18:36:28Z
2014,Deutsche Bank Championship,R2014505,2014-08-29,2014-09-01,PLF,470,2020-01-25T18:36:28Z
2014,BMW Championship,R2014028,2014-09-04,2014-09-07,PLF,480,2020-01-25T18:36:28Z
2014,TOUR Championship by Coca-Cola,R2014060,2014-09-11,2014-09-14,PLS,490,2020-01-25T18:36:28Z
2014,Ryder Cup,R2014468,2014-09-25,2014-09-28,OTH,492,2020-01-25T18:36:28Z
2015,Frys.com Open,R2015464,2014-10-09,2014-10-12,STD,10,2020-01-25T18:36:28Z
2015,PGA Grand Slam of Golf,R2015504,2014-10-14,2014-10-15,OTH,15,2020-01-25T18:36:28Z
2015,Shriners Hospitals for Children Open,R2015047,2014-10-16,2014-10-19,STD,20,2020-01-25T18:36:28Z
2015,The McGladrey Classic,R2015493,2014-10-23,2014-10-26,STD,30,2020-01-25T18:36:28Z
2015,CIMB Classic,R2015494,2014-10-30,2014-11-02,STD,40,2020-01-25T18:36:28Z
2015,Sanderson Farms Championship,R2015054,2014-11-06,2014-11-09,ALT,50,2020-01-25T18:36:28Z
2015,World Golf Championships-HSBC Champions,R2015489,2014-11-06,2014-11-09,WGC,60,2020-01-25T18:36:28Z
2015,OHL Classic at Mayakoba,R2015457,2014-11-13,2014-11-16,STD,70,2020-01-25T18:36:28Z
2015,Hero World Challenge,R2015478,2014-12-04,2014-12-07,OTH,80,2020-01-25T18:36:28Z
2015,Franklin Templeton Shootout,R2015058,2014-12-11,2014-12-13,OTH,90,2020-01-25T18:36:28Z
2015,Hyundai Tournament of Champions,R2015016,2015-01-09,2015-01-12,STD,100,2020-01-25T18:36:28Z
2015,Sony Open in Hawaii,R2015006,2015-01-15,2015-01-18,STD,110,2020-01-25T18:36:28Z
2015,Humana Challenge in partnership with the Clinton Foundation,R2015002,2015-01-22,2015-01-25,STD,120,2020-01-25T18:36:28Z
2015,Waste Management Phoenix Open,R2015003,2015-01-29,2015-02-01,STD,130,2020-01-25T18:36:28Z
2015,Farmers Insurance Open,R2015004,2015-02-05,2015-02-08,STD,140,2020-01-25T18:36:28Z
2015,AT&T Pebble Beach National Pro-Am,R2015005,2015-02-12,2015-02-15,STD,150,2020-01-25T18:36:28Z
2015,Northern Trust Open,R2015007,2015-02-19,2015-02-22,STD,160,2020-01-25T18:36:28Z
2015,The Honda Classic,R2015010,2015-02-26,2015-03-01,STD,170,2020-01-25T18:36:28Z
2015,Puerto Rico Open,R2015483,2015-03-05,2015-03-08,ALT,180,2020-01-25T18:36:28Z
2015,World Golf Championships-Cadillac Championship,R2015473,2015-03-05,2015-03-08,WGC,190,2020-01-25T18:36:28Z
2015,Valspar Championship,R2015475,2015-03-12,2015-03-15,STD,200,2020-01-25T18:36:28Z
2015,Arnold Palmer Invitational presented by MasterCard,R2015009,2015-03-19,2015-03-22,STD,210,2020-01-25T18:36:28Z
2015,Valero Texas Open,R2015041,2015-03-26,2015-03-29,STD,220,2020-01-25T18:36:28Z
2015,Shell Houston Open,R2015020,2015-04-02,2015-04-05,STD,230,2020-01-25T18:36:28Z
2015,Masters Tournament,R2015014,2015-04-09,2015-04-12,MJR,240,2020-01-25T18:36:28Z
2015,RBC Heritage,R2015012,2015-04-16,2015-04-19,STD,250,2020-01-25T18:36:28Z
2015,Zurich Classic of New Orleans,R2015018,2015-04-23,2015-04-26,STD,260,2020-01-25T18:36:28Z
2015,World Golf Championships-Cadillac Match Play,R2015470,2015-04-29,2015-05-03,WGC,270,2020-01-25T18:36:28Z
2015,THE PLAYERS Championship,R2015011,2015-05-07,2015-05-10,MJR,280,2020-01-25T18:36:28Z
2015,Wells Fargo Championship,R2015480,2015-05-14,2015-05-17,STD,290,2020-01-25T18:36:28Z
2015,Crowne Plaza Invitational at  Colonial,R2015021,2015-05-21,2015-05-24,STD,300,2020-01-25T18:36:28Z
2015,AT&T Byron Nelson,R2015019,2015-05-28,2015-05-31,STD,310,2020-01-25T18:36:28Z
2015,the Memorial Tournament presented by Nationwide,R2015023,2015-06-04,2015-06-07,STD,320,2020-01-25T18:36:28Z
2015,FedEx St. Jude Classic,R2015025,2015-06-11,2015-06-14,STD,330,2020-01-25T18:36:28Z
2015,U.S. Open,R2015026,2015-06-18,2015-06-21,MJR,340,2020-01-25T18:36:28Z
2015,Travelers Championship,R2015034,2015-06-25,2015-06-28,STD,350,2020-01-25T18:36:28Z
2015,CVS Health Charity Classic,R2015486,2015-06-29,2015-06-30,OTH,355,2020-01-25T18:36:28Z
2015,The Greenbrier Classic,R2015490,2015-07-02,2015-07-05,STD,360,2020-01-25T18:36:28Z
2015,John Deere Classic,R2015030,2015-07-09,2015-07-12,STD,370,2020-01-25T18:36:28Z
2015,The Open Championship,R2015100,2015-07-16,2015-07-19,MJR,390,2020-01-25T18:36:28Z
2015,Barbasol Championship,R2015518,2015-07-16,2015-07-19,ALT,380,2020-01-25T18:36:28Z
2015,RBC Canadian Open,R2015032,2015-07-23,2015-07-26,STD,400,2020-01-25T18:36:28Z
2015,Quicken Loans National,R2015471,2015-07-30,2015-08-02,STD,410,2020-01-25T18:36:28Z
2015,Barracuda Championship,R2015472,2015-08-06,2015-08-09,ALT,420,2020-01-25T18:36:28Z
2015,World Golf Championships-Bridgestone Invitational,R2015476,2015-08-06,2015-08-09,WGC,430,2020-01-25T18:36:28Z
2015,PGA Championship,R2015033,2015-08-13,2015-08-16,MJR,440,2020-01-25T18:36:28Z
2015,Wyndham Championship,R2015013,2015-08-20,2015-08-23,LRS,450,2020-01-25T18:36:28Z
2015,The Barclays,R2015027,2015-08-27,2015-08-30,PLF,460,2020-01-25T18:36:28Z
2015,Deutsche Bank Championship,R2015505,2015-09-04,2015-09-07,PLF,470,2020-01-25T18:36:28Z
2015,BMW Championship,R2015028,2015-09-17,2015-09-20,PLF,480,2020-01-25T18:36:28Z
2015,TOUR Championship by Coca-Cola,R2015060,2015-09-24,2015-09-27,PLS,490,2020-01-25T18:36:28Z
2015,Presidents Cup,R2015500,2015-10-08,2015-10-11,OTH,500,2020-01-25T18:36:28Z
2016,Frys.com Open,R2016464,2015-10-15,2015-10-18,STD,10,2020-01-25T18:36:28Z
2016,Shriners Hospitals for Children Open,R2016047,2015-10-22,2015-10-25,STD,20,2020-01-25T18:36:28Z
2016,CIMB Classic,R2016494,2015-10-29,2015-11-01,STD,30,2020-01-25T18:36:28Z
2016,Sanderson Farms Championship,R2016054,2015-11-05,2015-11-08,ALT,40,2020-01-25T18:36:28Z
2016,World Golf Championships-HSBC Champions,R2016489,2015-11-05,2015-11-08,WGC,50,2020-01-25T18:36:28Z
2016,OHL Classic at Mayakoba,R2016457,2015-11-12,2015-11-15,STD,60,2020-01-25T18:36:28Z
2016,The RSM Classic,R2016493,2015-11-19,2015-11-22,STD,70,2020-01-25T18:36:28Z
2016,Hero World Challenge,R2016478,2015-12-03,2015-12-06,OTH,80,2020-01-25T18:36:28Z
2016,Franklin Templeton Shootout,R2016058,2015-12-10,2015-12-12,OTH,90,2020-01-25T18:36:28Z
2016,Hyundai Tournament of Champions,R2016016,2016-01-07,2016-01-10,STD,100,2020-01-25T18:36:28Z
2016,Sony Open in Hawaii,R2016006,2016-01-14,2016-01-17,STD,110,2020-01-25T18:36:28Z
2016,CareerBuilder Challenge in partnership with the Clinton Foundation,R2016002,2016-01-21,2016-01-24,STD,120,2020-01-25T18:36:28Z
2016,Farmers Insurance Open,R2016004,2016-01-28,2016-01-31,STD,130,2020-01-25T18:36:28Z
2016,Waste Management Phoenix Open,R2016003,2016-02-04,2016-02-07,STD,140,2020-01-25T18:36:28Z
2016,AT&T Pebble Beach Pro-Am,R2016005,2016-02-11,2016-02-14,STD,150,2020-01-25T18:36:28Z
2016,Northern Trust Open,R2016007,2016-02-18,2016-02-21,STD,160,2020-01-25T18:36:28Z
2016,The Honda Classic,R2016010,2016-02-25,2016-02-28,STD,170,2020-01-25T18:36:28Z
2016,World Golf Championships-Cadillac Championship,R2016473,2016-03-03,2016-03-06,WGC,180,2020-01-25T18:36:28Z
2016,Valspar Championship,R2016475,2016-03-10,2016-03-13,STD,190,2020-01-25T18:36:28Z
2016,Arnold Palmer Invitational presented by MasterCard,R2016009,2016-03-17,2016-03-20,STD,200,2020-01-25T18:36:28Z
2016,World Golf Championships-Dell Match Play,R2016470,2016-03-23,2016-03-27,WGC,220,2020-01-25T18:36:28Z
2016,Puerto Rico Open at Coco Beach,R2016483,2016-03-24,2016-03-27,ALT,210,2020-01-25T18:36:28Z
2016,Shell Houston Open,R2016020,2016-03-31,2016-04-03,STD,230,2020-01-25T18:36:28Z
2016,Masters Tournament,R2016014,2016-04-07,2016-04-10,MJR,240,2020-01-25T18:36:28Z
2016,RBC Heritage,R2016012,2016-04-14,2016-04-17,STD,250,2020-01-25T18:36:28Z
2016,Valero Texas Open,R2016041,2016-04-21,2016-04-24,STD,260,2020-01-25T18:36:28Z
2016,Zurich Classic of New Orleans,R2016018,2016-04-28,2016-05-01,STD,270,2020-01-25T18:36:28Z
2016,Wells Fargo Championship,R2016480,2016-05-05,2016-05-08,STD,280,2020-01-25T18:36:28Z
2016,THE PLAYERS Championship,R2016011,2016-05-12,2016-05-15,MJR,290,2020-01-25T18:36:28Z
2016,AT&T Byron Nelson,R2016019,2016-05-19,2016-05-22,STD,300,2020-01-25T18:36:28Z
2016,DEAN & DELUCA Invitational,R2016021,2016-05-26,2016-05-29,STD,310,2020-01-25T18:36:28Z
2016,the Memorial Tournament presented by Nationwide,R2016023,2016-06-02,2016-06-05,STD,320,2020-01-25T18:36:28Z
2016,FedEx St. Jude Classic,R2016025,2016-06-09,2016-06-12,STD,330,2020-01-25T18:36:28Z
2016,U.S. Open,R2016026,2016-06-16,2016-06-19,MJR,340,2020-01-25T18:36:28Z
2016,Quicken Loans National,R2016471,2016-06-23,2016-06-26,STD,350,2020-01-25T18:36:28Z
2016,CVS Health Charity Classic,R2016486,2016-06-27,2016-06-28,OTH,355,2020-01-25T18:36:28Z
2016,Barracuda Championship,R2016472,2016-06-30,2016-07-03,ALT,360,2020-01-25T18:36:28Z
2016,World Golf Championships-Bridgestone Invitational,R2016476,2016-06-30,2016-07-03,WGC,370,2020-01-25T18:36:28Z
2016,Barbasol Championship,R2016518,2016-07-14,2016-07-17,ALT,390,2020-01-25T18:36:28Z
2016,The Open Championship,R2016100,2016-07-14,2016-07-17,MJR,400,2020-01-25T18:36:28Z
2016,RBC Canadian Open,R2016032,2016-07-21,2016-07-24,STD,410,2020-01-25T18:36:28Z
2016,PGA Championship,R2016033,2016-07-28,2016-07-31,MJR,420,2020-01-25T18:36:28Z
2016,Travelers Championship,R2016034,2016-08-04,2016-08-07,STD,430,2020-01-25T18:36:28Z
2016,John Deere Classic,R2016030,2016-08-11,2016-08-14,STD,450,2020-01-25T18:36:28Z
2016,Olympic Men's Golf Competition,R2016519,2016-08-11,2016-08-14,OTH,440,2020-01-25T18:36:28Z
2016,Wyndham Championship,R2016013,2016-08-18,2016-08-21,LRS,460,2020-01-25T18:36:28Z
2016,The Barclays,R2016027,2016-08-25,2016-08-28,PLF,470,2020-01-25T18:36:28Z
2016,Deutsche Bank Championship,R2016505,2016-09-02,2016-09-05,PLF,480,2020-01-25T18:36:28Z
2016,BMW Championship,R2016028,2016-09-08,2016-09-11,PLF,490,2020-01-25T18:36:28Z
2016,TOUR Championship,R2016060,2016-09-22,2016-09-25,PLS,500,2020-01-25T18:36:28Z
2016,Ryder Cup,R2016468,2016-09-30,2016-10-02,OTH,510,2020-01-25T18:36:28Z
2017,Safeway Open,R2017464,2016-10-13,2016-10-16,STD,10,2020-01-25T18:36:28Z
2017,CIMB Classic,R2017494,2016-10-20,2016-10-23,STD,20,2020-01-25T18:36:28Z
2017,Sanderson Farms Championship,R2017054,2016-10-27,2016-10-30,ALT,30,2020-01-25T18:36:28Z
2017,World Golf Championships-HSBC Champions,R2017489,2016-10-27,2016-10-30,WGC,40,2020-01-25T18:36:28Z
2017,Shriners Hospitals for Children Open,R2017047,2016-11-03,2016-11-06,STD,50,2020-01-25T18:36:28Z
2017,OHL Classic at Mayakoba,R2017457,2016-11-10,2016-11-13,STD,60,2020-01-25T18:36:28Z
2017,The RSM Classic,R2017493,2016-11-17,2016-11-20,STD,70,2020-01-25T18:36:28Z
2017,ISPS HANDA World Cup of Golf,R2017169,2016-11-24,2016-11-27,OTH,80,2020-01-25T18:36:28Z
2017,Hero World Challenge,R2017478,2016-12-01,2016-12-04,OTH,90,2020-01-25T18:36:28Z
2017,Franklin Templeton Shootout,R2017058,2016-12-08,2016-12-10,OTH,100,2020-01-25T18:36:28Z
2017,SBS Tournament of Champions,R2017016,2017-01-05,2017-01-08,STD,110,2020-01-25T18:36:28Z
2017,Sony Open in Hawaii,R2017006,2017-01-12,2017-01-15,STD,120,2020-01-25T18:36:28Z
2017,CareerBuilder Challenge,R2017002,2017-01-19,2017-01-22,STD,130,2020-01-25T18:36:28Z
2017,Farmers Insurance Open,R2017004,2017-01-26,2017-01-29,STD,140,2020-01-25T18:36:28Z
2017,Waste Management Phoenix Open,R2017003,2017-02-02,2017-02-05,STD,150,2020-01-25T18:36:28Z
2017,AT&T Pebble Beach Pro-Am,R2017005,2017-02-09,2017-02-12,STD,160,2020-01-25T18:36:28Z
2017,Genesis Open,R2017007,2017-02-16,2017-02-19,STD,170,2020-01-25T18:36:28Z
2017,The Honda Classic,R2017010,2017-02-23,2017-02-26,STD,180,2020-01-25T18:36:28Z
2017,World Golf Championships-Mexico Championship,R2017473,2017-03-02,2017-03-05,WGC,190,2020-01-25T18:36:28Z
2017,Valspar Championship,R2017475,2017-03-09,2017-03-12,STD,200,2020-01-25T18:36:28Z
2017,Arnold Palmer Invitational presented by Mastercard,R2017009,2017-03-16,2017-03-19,STD,210,2020-01-25T18:36:28Z
2017,World Golf Championships-Dell Technologies Match Play,R2017470,2017-03-22,2017-03-26,WGC,230,2020-01-25T18:36:28Z
2017,Puerto Rico Open,R2017483,2017-03-23,2017-03-26,ALT,220,2020-01-25T18:36:28Z
2017,Shell Houston Open,R2017020,2017-03-30,2017-04-02,STD,240,2020-01-25T18:36:28Z
2017,Masters Tournament,R2017014,2017-04-06,2017-04-09,MJR,250,2020-01-25T18:36:28Z
2017,RBC Heritage,R2017012,2017-04-13,2017-04-16,STD,260,2020-01-25T18:36:28Z
2017,Valero Texas Open,R2017041,2017-04-20,2017-04-23,STD,270,2020-01-25T18:36:28Z
2017,Zurich Classic of New Orleans,R2017018,2017-04-27,2017-04-30,STD,280,2020-01-25T18:36:28Z
2017,Wells Fargo Championship,R2017480,2017-05-04,2017-05-07,STD,290,2020-01-25T18:36:28Z
2017,THE PLAYERS Championship,R2017011,2017-05-11,2017-05-14,MJR,300,2020-01-25T18:36:28Z
2017,AT&T Byron Nelson,R2017019,2017-05-18,2017-05-21,STD,310,2020-01-25T18:36:28Z
2017,DEAN & DELUCA Invitational,R2017021,2017-05-25,2017-05-28,STD,320,2020-01-25T18:36:28Z
2017,the Memorial Tournament presented by Nationwide,R2017023,2017-06-01,2017-06-04,STD,330,2020-01-25T18:36:28Z
